Paradigm,Order,Class,Lemma,Stem,Subject,Object,Mode,Negation,Form1Surface,Form1Split,Form1Source
VTA,Ind,N,miizh,miin,Incl,Incl,Neu,Neg,MISSING,,
VTA,Ind,aw,mikaw,mikaw,1Sg,1Sg,Neu,Pos,nimikaadiz,,RV-Web
VTA,Ind,aw,mikaw,mikaw,2Sg,2Sg,Neu,Pos,gimikaadiz,,RV-Web
VTA,Ind,aw,mikaw,mikaw,3PlProx,3PlProx,Neu,Pos,mikaadizowag,,RV-Web
VTA,Ind,aw,mikaw,mikaw,3SgObv,3SgObv,Neu,Pos,mikaadizowan,,RV-Web
VTA,Ind,aw,mikaw,mikaw,3SgObv,3PlObv,Neu,Pos,mikaadizowa',,GUESS
VTA,Ind,aw,mikaw,mikaw,3SgProx,3SgProx,Neu,Pos,mikaadizo,,RV-Web
VTA,Ind,aw,mikaw,mikaw,Excl,Excl,Neu,Pos,nimikaadizomin,,RV-Web
VTA,Ind,aw,mikaw,mikaw,Incl,Incl,Neu,Pos,gimikaadizomin,,RV-Web
VTA,Ind,aw,mikaw,mikaw,1Sg,1Sg,Neu,Neg,MISSING,,
VTA,Ind,aw,mikaw,mikaw,2Sg,2Sg,Neu,Neg,MISSING,,
VTA,Ind,aw,mikaw,mikaw,3PlProx,3PlProx,Neu,Neg,MISSING,,
VTA,Ind,aw,mikaw,mikaw,3SgObv,3SgObv,Neu,Neg,MISSING,,
VTA,Ind,aw,mikaw,mikaw,3SgObv,3PlObv,Neu,Neg,MISSING,,
VTA,Ind,aw,mikaw,mikaw,3SgProx,3SgProx,Neu,Neg,MISSING,,
VTA,Ind,aw,mikaw,mikaw,Excl,Excl,Neu,Neg,MISSING,,
VTA,Ind,aw,mikaw,mikaw,Incl,Incl,Neu,Neg,MISSING,,
VTA,Ind,Cw,mizho,mizhw,1Sg,1Sg,Neu,Neg,nimizhodizosiin,,RV-Web
VTA,Ind,Cw,mizho,mizhw,2Sg,2Sg,Neu,Neg,gimizhodizosiin,,RV-Web
VTA,Ind,Cw,mizho,mizhw,3PlProx,3PlProx,Neu,Neg,waabandizosiiwag,,RV-Web
VTA,Ind,Cw,mizho,mizhw,3SgObv,3SgObv,Neu,Neg,mizhodizosiiwan,,RV-Web
VTA,Ind,Cw,mizho,mizhw,3SgObv,3PlObv,Neu,Neg,mizhodizosiiwa',,GUESS
VTA,Ind,Cw,mizho,mizhw,3SgProx,3SgProx,Neu,Neg,mizhodizosiin,,RV-Web
VTA,Ind,Cw,mizho,mizhw,Excl,Excl,Neu,Neg,nimizhodizosiimin,,RV-Web
VTA,Ind,Cw,mizho,mizhw,Incl,Incl,Neu,Neg,gimizhodizosiimin,,RV-Web
VTA,Ind,Cw,mizho,mizhw,1Sg,1Sg,Neu,Pos,nimizhodiz,,RV-Web
VTA,Ind,Cw,mizho,mizhw,2Sg,2Sg,Neu,Pos,gimizhodiz,,RV-Web
VTA,Ind,Cw,mizho,mizhw,3PlProx,3PlProx,Neu,Pos,mizhodizowag,,RV-Web
VTA,Ind,Cw,mizho,mizhw,3SgObv,3SgObv,Neu,Pos,mizhodizowan,,RV-Web
VTA,Ind,Cw,mizho,mizhw,3SgObv,3PlObv,Neu,Pos,mizhodizowa',,GUESS
VTA,Ind,Cw,mizho,mizhw,3SgProx,3SgProx,Neu,Pos,mizhodizo,,RV-Web
VTA,Ind,Cw,mizho,mizhw,Excl,Excl,Neu,Pos,nimizhodizomin,,RV-Web
VTA,Ind,Cw,mizho,mizhw,Incl,Incl,Neu,Pos,gimizhodizomin,,RV-Web
VTA,Ind,Regular,waabam,waabam,1Sg,1Sg,Neu,Neg,niwaabandizosiin,,RV-Web
VTA,Ind,Regular,waabam,waabam,2Sg,2Sg,Neu,Neg,giwaabandizosiin,,RV-Web
VTA,Ind,Regular,waabam,waabam,3PlProx,3PlProx,Neu,Neg,waabandizosiiwag,,RV-Web
VTA,Ind,Regular,waabam,waabam,3SgObv,3SgObv,Neu,Neg,waabandizosiiwan,,RV-Web
VTA,Ind,Regular,waabam,waabam,3SgObv,3PlObv,Neu,Neg,waabandizosiiwa',,GUESS
VTA,Ind,Regular,waabam,waabam,3SgProx,3SgProx,Neu,Neg,waabandizosiin,,RV-Web
VTA,Ind,Regular,waabam,waabam,Excl,Excl,Neu,Neg,niwaabandizosiimin,,RV-Web
VTA,Ind,Regular,waabam,waabam,Incl,Incl,Neu,Neg,giwaabandizosiimin,,RV-Web
VTA,Ind,Regular,waabam,waabam,1Sg,1Sg,Neu,Pos,niwaabandiz,,RV-Web
VTA,Ind,Regular,waabam,waabam,2Sg,2Sg,Neu,Pos,giwaabandiz,,RV-Web
VTA,Ind,Regular,waabam,waabam,3PlProx,3PlProx,Neu,Pos,waabandizowag,,RV-Web
VTA,Ind,Regular,waabam,waabam,3SgObv,3SgObv,Neu,Pos,waabamidizowan,,RV-Web
VTA,Ind,Regular,waabam,waabam,3SgObv,3PlObv,Neu,Pos,waabamidizowa',,GUESS
VTA,Ind,Regular,waabam,waabam,3SgProx,3SgProx,Neu,Pos,waabandizo,,RV-Web
VTA,Ind,Regular,waabam,waabam,Excl,Excl,Neu,Pos,niwaabandizomin,,RV-Web
VTA,Ind,Regular,waabam,waabam,Incl,Incl,Neu,Pos,giwaabandizomin,,RV-Web
VTA,Imp,Regular,waabam,waabam,2Sg,2Sg,Neu,Pos,waabandizon,,RV-Web
VTA,Imp,Regular,waabam,waabam,Incl,Incl,Neu,Pos,waabandizodaa,,RV-Web
VTA,Imp,Regular,waabam,waabam,2Sg,2Sg,Neu,Neg,waabandizoken,,RV-Web
VTA,Imp,Regular,waabam,waabam,Incl,Incl,Neu,Neg,waabandizosiidaa,,RV-Web
VTA,Imp,Cw,mizho,mizhw,2Sg,2Sg,Neu,Pos,MISSING,,
VTA,Imp,Cw,mizho,mizhw,Incl,Incl,Neu,Pos,MISSING,,
VTA,Imp,Cw,mizho,mizhw,2Sg,2Sg,Neu,Neg,MISSING,,
VTA,Imp,Cw,mizho,mizhw,Incl,Incl,Neu,Neg,MISSING,,
VTA,Imp,aw,mikaw,mikaw,2Sg,2Sg,Neu,Pos,MISSING,,
VTA,Imp,aw,mikaw,mikaw,Incl,Incl,Neu,Pos,MISSING,,
VTA,Imp,aw,mikaw,mikaw,2Sg,2Sg,Neu,Neg,MISSING,,
VTA,Imp,aw,mikaw,mikaw,Incl,Incl,Neu,Neg,MISSING,,
VTA,Imp,N,miizh,miin,2Sg,2Sg,Neu,Pos,MISSING,,
VTA,Imp,N,miizh,miin,Incl,Incl,Neu,Pos,MISSING,,
VTA,Imp,N,miizh,miin,2Sg,2Sg,Neu,Neg,MISSING,,
VTA,Imp,N,miizh,miin,Incl,Incl,Neu,Neg,MISSING,,
VTA,Imp,S,mawadish,mawadis,2Sg,2Sg,Neu,Pos,MISSING,,
VTA,Imp,S,mawadish,mawadis,Incl,Incl,Neu,Pos,MISSING,,
VTA,Imp,S,mawadish,mawadis,2Sg,2Sg,Neu,Neg,MISSING,,
VTA,Imp,S,mawadish,mawadis,Incl,Incl,Neu,Neg,MISSING,,
