Paradigm,Order,Class,Lemma,Stem,Subject,Object,Mode,Negation,Form1Surface,Form1Split,Form1Source
VTA,Ind,VTA_s,mawadish,mawadis1,0Pl,2Pl,Dub,Pos,gimawadisigonaawaadogenan,gi<<mawadis>>igonaawaadogenan,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,0Sg,2Pl,Dub,Pos,gimawadisigonaawaadog,gi<<mawadis>>igonaawaadog,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,1Sg,2Pl,Dub,Pos,gimawadisininimwaadog,gi<<mawadis>>ininimwaadog,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3PlProx,2Pl,Dub,Pos,gimawadisigowaadogenag,gi<<mawadis>>igowaadogenag,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3SgProx,2Pl,Dub,Pos,gimawadisigowaadog,gi<<mawadis>>igowaadog,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,Excl,2Pl,Dub,Pos,gimawadisigoomwaadog,gi<<mawadis>>igoomwaadog,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,X,2Pl,Dub,Pos,gimawadisigoomwaadog,gi<<mawadis>>igoomwaadog,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,0Pl,2Pl,Neu,Neg,gimawadisigosiinaawaan,gi<<mawadis>>igosiinaawaan,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,0Sg,2Pl,Neu,Neg,gimawadisigosiinaawaa,gi<<mawadis>>igosiinaawaa,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,1Sg,2Pl,Neu,Neg,gimawadisisinooninim,gi<<mawadis>>isinooninim,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3PlProx,2Pl,Neu,Neg,gimawadisigosiiwaag,gi<<mawadis>>igosiiwaag,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3SgProx,2Pl,Neu,Neg,gimawadisigosiiwaa,gi<<mawadis>>igosiiwaa,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,Excl,2Pl,Neu,Neg,gimawadisigoosiim,gi<<mawadis>>igoosiim,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,X,2Pl,Neu,Neg,gimawadisigoosiim,gi<<mawadis>>igoosiim,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,0Pl,2Pl,Neu,Pos,gimawadisigonaawaan,gi<<mawadis>>igonaawaan,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,0Sg,2Pl,Neu,Pos,gimawadisigonaawaa,gi<<mawadis>>igonaawaa,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,1Sg,2Pl,Neu,Pos,gimawadisininim,gi<<mawadis>>ininim,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3PlProx,2Pl,Neu,Pos,gimawadisigowaag,gi<<mawadis>>igowaag,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3SgProx,2Pl,Neu,Pos,gimawadisigowaa,gi<<mawadis>>igowaa,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,Excl,2Pl,Neu,Pos,gimawadisigoom,gi<<mawadis>>igoom,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,X,2Pl,Neu,Pos,gimawadisigoom,gi<<mawadis>>igoom,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,0Pl,2Pl,Prt,Neg,gimawadisigosiinaawaabanen,gi<<mawadis>>igosiinaawaabanen,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,0Sg,2Pl,Prt,Neg,gimawadisigosiinaawaaban,gi<<mawadis>>igosiinaawaaban,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,1Sg,2Pl,Prt,Neg,gimawadisisinooninimwaaban,gi<<mawadis>>isinooninimwaaban,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3PlProx,2Pl,Prt,Neg,gimawadisigosiiwaabaneg,gi<<mawadis>>igosiiwaabaneg,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3SgProx,2Pl,Prt,Neg,gimawadisigosiiwaaban,gi<<mawadis>>igosiiwaaban,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,Excl,2Pl,Prt,Neg,gimawadisigoosiimwaaban,gi<<mawadis>>igoosiimwaaban,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,X,2Pl,Prt,Neg,gimawadisigoosiimwaaban,gi<<mawadis>>igoosiimwaaban,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,0Pl,2Pl,Prt,Pos,gimawadisigonaawaabanen,gi<<mawadis>>igonaawaabanen,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,0Sg,2Pl,Prt,Pos,gimawadisigonaawaaban,gi<<mawadis>>igonaawaaban,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,1Sg,2Pl,Prt,Pos,gimawadisininimwaaban,gi<<mawadis>>ininimwaaban,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3PlProx,2Pl,Prt,Pos,gimawadisigowaabaneg,gi<<mawadis>>igowaabaneg,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3SgProx,2Pl,Prt,Pos,gimawadisigowaaban,gi<<mawadis>>igowaaban,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,Excl,2Pl,Prt,Pos,gimawadisigoomwaaban,gi<<mawadis>>igoomwaaban,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,X,2Pl,Prt,Pos,gimawadisigoomwaaban,gi<<mawadis>>igoomwaaban,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,0Pl,2Sg,Dub,Neg,gimawadisigosiinaadogenan,gi<<mawadis>>igosiinaadogenan,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,0Sg,2Sg,Dub,Neg,gimawadisigosiinaadog,gi<<mawadis>>igosiinaadog,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,1Sg,2Sg,Dub,Neg,gimawadisisinooninaadog,gi<<mawadis>>isinooninaadog,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3PlProx,2Sg,Dub,Neg,gimawadisigosiidogenag,gi<<mawadis>>igosiidogenag,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3SgProx,2Sg,Dub,Neg,gimawadisigosiidog,gi<<mawadis>>igosiidog,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,Excl,2Sg,Dub,Neg,gimawadisigoosiinaadog,gi<<mawadis>>igoosiinaadog,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,X,2Sg,Dub,Neg,gimawadisigoosiinaadog,gi<<mawadis>>igoosiinaadog,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,0Pl,2Sg,Dub,Pos,gimawadisigonaadogenan,gi<<mawadis>>igonaadogenan,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,0Sg,2Sg,Dub,Pos,gimawadisigonaadog,gi<<mawadis>>igonaadog,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,1Sg,2Sg,Dub,Pos,gimawadisininaadog,gi<<mawadis>>ininaadog,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3PlProx,2Sg,Dub,Pos,gimawadisigodogenag,gi<<mawadis>>igodogenag,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3SgProx,2Sg,Dub,Pos,gimawadisigodog,gi<<mawadis>>igodog,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,Excl,2Sg,Dub,Pos,gimawadisigoonaadog,gi<<mawadis>>igoonaadog,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,X,2Sg,Dub,Pos,gimawadisigoonaadog,gi<<mawadis>>igoonaadog,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,0Pl,2Sg,Neu,Neg,gimawadisigosiinan,gi<<mawadis>>igosiinan,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,0Sg,2Sg,Neu,Neg,gimawadisigosiin,gi<<mawadis>>igosiin,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,1Sg,2Sg,Neu,Neg,gimawadisisinoon,gi<<mawadis>>isinoon,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3PlProx,2Sg,Neu,Neg,gimawadisigosiig,gi<<mawadis>>igosiig,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3SgProx,2Sg,Neu,Neg,gimawadisigosiin,gi<<mawadis>>igosiin,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,Excl,2Sg,Neu,Neg,gimawadisigoosiin,gi<<mawadis>>igoosiin,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,X,2Sg,Neu,Neg,gimawadisigoosiin,gi<<mawadis>>igoosiin,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,0Pl,2Sg,Neu,Pos,gimawadisigonan,gi<<mawadis>>igonan,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,0Sg,2Sg,Neu,Pos,gimawadisigon,gi<<mawadis>>igon,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,1Sg,2Sg,Neu,Pos,gimawadisin,gi<<mawadis>>in,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3PlProx,2Sg,Neu,Pos,gimawadisigoog,gi<<mawadis>>igoog,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3SgProx,2Sg,Neu,Pos,gimawadisig,gi<<mawadis>>ig,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,Excl,2Sg,Neu,Pos,gimawadisigoo,gi<<mawadis>>igoo,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,X,2Sg,Neu,Pos,gimawadisigoo,gi<<mawadis>>igoo,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,0Pl,2Sg,Prt,Neg,gimawadisigosiinaabanen,gi<<mawadis>>igosiinaabanen,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,0Sg,2Sg,Prt,Neg,gimawadisigosiinaaban,gi<<mawadis>>igosiinaaban,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,1Sg,2Sg,Prt,Neg,gimawadisisinooninaaban,gi<<mawadis>>isinooninaaban,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3PlProx,2Sg,Prt,Neg,gimawadisigosiibaneg,gi<<mawadis>>igosiibaneg,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3SgProx,2Sg,Prt,Neg,gimawadisigosiiban,gi<<mawadis>>igosiiban,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,Excl,2Sg,Prt,Neg,gimawadisigoosiinaaban,gi<<mawadis>>igoosiinaaban,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,X,2Sg,Prt,Neg,gimawadisigoosiinaaban,gi<<mawadis>>igoosiinaaban,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,0Pl,2Sg,Prt,Pos,gimawadisigonaabanen,gi<<mawadis>>igonaabanen,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,0Sg,2Sg,Prt,Pos,gimawadisigonaaban,gi<<mawadis>>igonaaban,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,1Sg,2Sg,Prt,Pos,gimawadisininaaban,gi<<mawadis>>ininaaban,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3PlProx,2Sg,Prt,Pos,gimawadisigobaneg,gi<<mawadis>>igobaneg,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,3SgProx,2Sg,Prt,Pos,gimawadisigoban,gi<<mawadis>>igoban,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,Excl,2Sg,Prt,Pos,gimawadisigoonaaban,gi<<mawadis>>igoonaaban,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,X,2Sg,Prt,Pos,gimawadisigoonaaban,gi<<mawadis>>igoonaaban,JRV-Web-ANISH
VTA,Ind,VTA_s,mawadish,mawadis1,1Sg,3PlObv,Dub,Neg,nimawadisimaasiidogena',ni<<mawadis>>imaasiidogena',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,2Pl,3PlObv,Dub,Neg,gimawadisimaasiwaawaadogena',gi<<mawadis>>imaasiwaawaadogena',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,2Sg,3PlObv,Dub,Neg,gimawadisimaasiidogena',gi<<mawadis>>imaasiidogena',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,3PlProx,3PlObv,Dub,Neg,omawadisaasiwaawaadogena',o<<mawadis>>aasiwaawaadogena',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,3SgProx,3PlObv,Dub,Neg,omawadisaasiidogena',o<<mawadis>>aasiidogena',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,Excl,3PlObv,Dub,Neg,nimawadisimaasiwaanaadogena',ni<<mawadis>>imaasiwaanaadogena',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,Incl,3PlObv,Dub,Neg,gimawadisimaasiwaanaadogena',gi<<mawadis>>imaasiwaanaadogena',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,X,3PlObv,Dub,Neg,mawadisimaasiidogena',<<mawadis>>imaasiidogena',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,1Sg,3PlObv,Dub,Pos,nimawadisimaadogena',ni<<mawadis>>imaadogena',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,2Pl,3PlObv,Dub,Pos,gimawadisimaawaadogena',gi<<mawadis>>imaawaadogena',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,2Sg,3PlObv,Dub,Pos,gimawadisimaadogena',gi<<mawadis>>imaadogena',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,3PlProx,3PlObv,Dub,Pos,omawadisaawaadogena',o<<mawadis>>aawaadogena',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,3SgProx,3PlObv,Dub,Pos,omawadisaadogena',o<<mawadis>>aadogena',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,Excl,3PlObv,Dub,Pos,nimawadisimaanaadogena',ni<<mawadis>>imaanaadogena',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,Incl,3PlObv,Dub,Pos,gimawadisimaanaadogena',gi<<mawadis>>imaanaadogena',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,X,3PlObv,Dub,Pos,mawadisimaadogena',<<mawadis>>imaadogena',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,1Sg,3PlObv,Neu,Neg,nimawadisimaasii',ni<<mawadis>>imaasii',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,2Pl,3PlObv,Neu,Neg,gimawadisimaasiwaawaa',gi<<mawadis>>imaasiwaawaa',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,2Sg,3PlObv,Neu,Neg,gimawadisimaasii',gi<<mawadis>>imaasii',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,3PlProx,3PlObv,Neu,Neg,omawadisaasiwaawaa',o<<mawadis>>aasiwaawaa',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,3SgProx,3PlObv,Neu,Neg,omawadisaasii',o<<mawadis>>aasii',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,Excl,3PlObv,Neu,Neg,nimawadisimaasiwaanaa',ni<<mawadis>>imaasiwaanaa',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,Incl,3PlObv,Neu,Neg,gimawadisimaasiwaanaa',gi<<mawadis>>imaasiwaanaa',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,X,3PlObv,Neu,Neg,mawadisimaasiiwa',<<mawadis>>imaasiiwa',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,1Sg,3PlObv,Neu,Pos,nimawadisimaa',ni<<mawadis>>imaa',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,2Pl,3PlObv,Neu,Pos,gimawadisimaawaa',gi<<mawadis>>imaawaa',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,2Sg,3PlObv,Neu,Pos,gimawadisimaa',gi<<mawadis>>imaa',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,3PlProx,3PlObv,Neu,Pos,omawadisaawaa',o<<mawadis>>aawaa',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,3SgProx,3PlObv,Neu,Pos,omawadisaa',o<<mawadis>>aa',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,Excl,3PlObv,Neu,Pos,nimawadisimaanaa',ni<<mawadis>>imaanaa',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,Incl,3PlObv,Neu,Pos,gimawadisimaanaa',gi<<mawadis>>imaanaa',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,X,3PlObv,Neu,Pos,mawadisimaawa',<<mawadis>>imaawa',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,1Sg,3PlObv,Prt,Neg,nimawadisimaasiibane',ni<<mawadis>>imaasiibane',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,2Pl,3PlObv,Prt,Neg,gimawadisimaasiwaawaabane',gi<<mawadis>>imaasiwaawaabane',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,2Sg,3PlObv,Prt,Neg,gimawadisimaasiibane',gi<<mawadis>>imaasiibane',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,3PlProx,3PlObv,Prt,Neg,omawadisaasiwaawaabane',o<<mawadis>>aasiwaawaabane',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,3SgProx,3PlObv,Prt,Neg,omawadisaasiibane',o<<mawadis>>aasiibane',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,Excl,3PlObv,Prt,Neg,nimawadisimaasiwaanaabane',ni<<mawadis>>imaasiwaanaabane',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,Incl,3PlObv,Prt,Neg,gimawadisimaasiwaanaabane',gi<<mawadis>>imaasiwaanaabane',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,X,3PlObv,Prt,Neg,mawadisimaasiibane',<<mawadis>>imaasiibane',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,1Sg,3PlObv,Prt,Pos,nimawadisimaabane',ni<<mawadis>>imaabane',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,2Pl,3PlObv,Prt,Pos,gimawadisimaawaabane',gi<<mawadis>>imaawaabane',GUESS
VTA,Ind,VTA_s,mawadish,mawadis1,2Sg,3PlObv,Prt,Pos,gimawadisimaabane',gi<<mawadis>>imaabane',GUESS
