Paradigm,Order,Class,Lemma,Stem,Subject,Object,Mode,Negation,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source
VII_Pl,Cnj,VII_d,dadaakwaakwadoon,dadaakwaakwad,0Pl,NA,Neu,Pos,dadaakwaakwak,<<dadaakwaakwa>>k,GUESS,,,
VII_Pl,Cnj,VII_d,dadaakwaakwadoon,dadaakwaakwad,0PlObv,NA,Neu,Neg,dadaakwaakwasininig,<<dadaakwaakwa>>sininig,GUESS,,,
VII_Pl,Cnj,VII_d,dadaakwaakwadoon,dadaakwaakwad,0Pl,NA,Neu,Neg,dadaakwaakwasinog,<<dadaakwaakwa>>sinog,GUESS,,,
VII_Pl,Cnj,VII_d,dadaakwaakwadoon,dadaakwaakwad,0PlObv,NA,Prt,Pos,dadaakwaakwadinigiban,<<dadaakwaakwad>>inigiban,GUESS,,,
VII_Pl,Cnj,VII_d,dadaakwaakwadoon,dadaakwaakwad,0Pl,NA,Prt,Pos,dadaakwaakwakiban,<<dadaakwaakwa>>kiban,GUESS,,,
VII_Pl,Cnj,VII_d,dadaakwaakwadoon,dadaakwaakwad,0PlObv,NA,Prt,Neg,dadaakwaakwasininigiban,<<dadaakwaakwa>>sininigiban,GUESS,,,
VII_Pl,Cnj,VII_d,dadaakwaakwadoon,dadaakwaakwad,0Pl,NA,Prt,Neg,dadaakwaakwasinoogiban,<<dadaakwaakwa>>sinoogiban,GUESS,,,
VII_Pl,Cnj,VII_d,dadaakwaakwadoon,dadaakwaakwad,0PlObv,NA,Dub,Pos,dadaakwaakwadinigwen,<<dadaakwaakwad>>inigwen,GUESS,,,
VII_Pl,Cnj,VII_d,dadaakwaakwadoon,dadaakwaakwad,0Pl,NA,Dub,Pos,dadaakwaakwadogwen,<<dadaakwaakwad>>ogwen,GUESS,,,
VII_Pl,Cnj,VII_d,dadaakwaakwadoon,dadaakwaakwad,0PlObv,NA,Dub,Neg,dadaakwaakwasininiigwen,<<dadaakwaakwa>>sininiigwen,GUESS,,,
VII_Pl,Cnj,VII_d,dadaakwaakwadoon,dadaakwaakwad,0Pl,NA,Dub,Neg,dadaakwaakwasinoogwen,<<dadaakwaakwa>>sinoogwen,GUESS,,,
VII_Pl,Cnj,VII_d,dadaakwaakwadoon,dadaakwaakwad,0PlObv,NA,DubPrt,Pos,dadaakwaakwadinigobanen,<<dadaakwaakwad>>inigobanen,GUESS,,,
VII_Pl,Cnj,VII_d,dadaakwaakwadoon,dadaakwaakwad,0Pl,NA,DubPrt,Pos,dadaakwaakwadogobanen,<<dadaakwaakwad>>ogobanen,GUESS,,,
VII_Pl,Cnj,VII_d,dadaakwaakwadoon,dadaakwaakwad,0PlObv,NA,DubPrt,Neg,dadaakwaakwasininigobanen,<<dadaakwaakwa>>sininigobanen,GUESS,,,
VII_Pl,Cnj,VII_d,dadaakwaakwadoon,dadaakwaakwad,0Pl,NA,DubPrt,Neg,dadaakwaakwasinoogobanen,<<dadaakwaakwa>>sinoogobanen,GUESS,,,
VII_Pl,Ind,VII_VV,niibidegoodewan,niibidegoode,0PlObv,NA,Dub,Neg,niibidegoodesininiwidogen,<<niibidegoode>>sininiwidogen,GUESS,,,
VII_Pl,Ind,VII_VV,niibidegoodewan,niibidegoode,0PlObv,NA,Dub,Pos,niibidegoodeniwidogen,<<niibidegoode>>niwidogen,GUESS,,,
VII_Pl,Ind,VII_VV,niibidegoodewan,niibidegoode,0PlObv,NA,DubPrt,Neg,niibidegoodesininigobaniin,<<niibidegoode>>sininigobaniin,GUESS,niibidegoodesininigobanen,<<niibidegoode>>sininigobanen,GUESS
VII_Pl,Ind,VII_VV,niibidegoodewan,niibidegoode,0PlObv,NA,DubPrt,Pos,niibidegoodenigobaniin,<<niibidegoode>>nigobaniin,GUESS,niibidegoodenigobanen,<<niibidegoode>>nigobanen,GUESS
VII_Pl,Ind,VII_VV,niibidegoodewan,niibidegoode,0PlObv,NA,Neu,Neg,niibidegoodesininiwan,<<niibidegoode>>sininiwan,GUESS,,,
VII_Pl,Ind,VII_VV,niibidegoodewan,niibidegoode,0PlObv,NA,Neu,Pos,niibidegoodeniwan,<<niibidegoode>>niwan,GUESS,,,
VII_Pl,Ind,VII_VV,niibidegoodewan,niibidegoode,0PlObv,NA,Prt,Neg,niibidegoodesininiibaniin,<<niibidegoode>>sininiibaniin,GUESS,niibidegoodesininiibanen,<<niibidegoode>>sininiibanen,GUESS
VII_Pl,Ind,VII_VV,niibidegoodewan,niibidegoode,0PlObv,NA,Prt,Pos,niibidegoodeniibaniin,<<niibidegoode>>niibaniin,GUESS,niibidegoodeniibanen,<<niibidegoode>>niibanen,GUESS
VII_Pl,Ind,VII_VV,niibidegoodewan,niibidegoode,0Pl,NA,Dub,Neg,niibidegoodesinodogenan,<<niibidegoode>>sinodogenan,GUESS,niibidegoodesinodogen,<<niibidegoode>>sinodogen,GUESS
VII_Pl,Ind,VII_VV,niibidegoodewan,niibidegoode,0Pl,NA,Dub,Pos,niibidegoodedogenan,<<niibidegoode>>dogenan,GUESS,niibidegoodedogen,<<niibidegoode>>dogen,GUESS
VII_Pl,Ind,VII_VV,niibidegoodewan,niibidegoode,0Pl,NA,DubPrt,Neg,niibidegoodesinoogobaniin,<<niibidegoode>>sinoogobaniin,GUESS,niibidegoodesinoogobanen,<<niibidegoode>>sinoogobanen,GUESS
VII_Pl,Ind,VII_VV,niibidegoodewan,niibidegoode,0Pl,NA,DubPrt,Pos,niibidegoodegobaniin,<<niibidegoode>>gobaniin,GUESS,niibidegoodegobanen,<<niibidegoode>>gobanen,GUESS
VII_Pl,Ind,VII_VV,niibidegoodewan,niibidegoode,0Pl,NA,Neu,Neg,niibidegoodesinoon,<<niibidegoode>>sinoon,GUESS,,,
VII_Pl,Ind,VII_VV,niibidegoodewan,niibidegoode,0Pl,NA,Neu,Pos,niibidegoodewan,<<niibidegoode>>wan,GUESS,,,
VII_Pl,Ind,VII_VV,niibidegoodewan,niibidegoode,0Pl,NA,Prt,Neg,niibidegoodesinoobaniin,<<niibidegoode>>sinoobaniin,GUESS,niibidegoodesinoobanen,<<niibidegoode>>sinoobanen,GUESS
VII_Pl,Ind,VII_VV,niibidegoodewan,niibidegoode,0Pl,NA,Prt,Pos,niibidegoodebaniin,<<niibidegoode>>baniin,GUESS,niibidegoodebanen,<<niibidegoode>>banen,GUESS
VII_Pl,Ind,VII_d,dadaakwaakwadoon,dadaakwaakwad,0PlObv,NA,Dub,Neg,dadaakwaakwasininiwidogenan,<<dadaakwaakwa>>sininiwidogenan,GUESS,dadaakwaakwasininiwidogen,<<dadaakwaakwa>>sininiwidogen,GUESS
VII_Pl,Ind,VII_d,dadaakwaakwadoon,dadaakwaakwad,0PlObv,NA,Dub,Pos,dadaakwaakwadiniwidogenan,<<dadaakwaakwad>>iniwidogenan,GUESS,dadaakwaakwadiniwidogen,<<dadaakwaakwad>>iniwidogen,GUESS
VII_Pl,Ind,VII_d,dadaakwaakwadoon,dadaakwaakwad,0PlObv,NA,DubPrt,Neg,dadaakwaakwasininigobaniin,<<dadaakwaakwa>>sininigobaniin,GUESS,dadaakwaakwasininigobanen,<<dadaakwaakwa>>sininigobanen,GUESS
VII_Pl,Ind,VII_d,dadaakwaakwadoon,dadaakwaakwad,0PlObv,NA,DubPrt,Pos,dadaakwaakwadinigobaniin,<<dadaakwaakwad>>inigobaniin,GUESS,dadaakwaakwadinigobanen,<<dadaakwaakwad>>inigobanen,GUESS
VII_Pl,Ind,VII_d,dadaakwaakwadoon,dadaakwaakwad,0PlObv,NA,Neu,Neg,dadaakwaakwasininiwan,<<dadaakwaakwa>>sininiwan,GUESS,,,
VII_Pl,Ind,VII_d,dadaakwaakwadoon,dadaakwaakwad,0PlObv,NA,Neu,Pos,dadaakwaakwadiniwan,<<dadaakwaakwad>>iniwan,GUESS,,,
VII_Pl,Ind,VII_d,dadaakwaakwadoon,dadaakwaakwad,0PlObv,NA,Prt,Neg,dadaakwaakwasininiibaniin,<<dadaakwaakwa>>sininiibaniin,GUESS,dadaakwaakwasininiibanen,<<dadaakwaakwa>>sininiibanen,GUESS
VII_Pl,Ind,VII_d,dadaakwaakwadoon,dadaakwaakwad,0PlObv,NA,Prt,Pos,dadaakwaakwadiniibaniin,<<dadaakwaakwad>>iniibaniin,GUESS,dadaakwaakwadiniibanen,<<dadaakwaakwad>>iniibanen,GUESS
VII_Pl,Ind,VII_d,dadaakwaakwadoon,dadaakwaakwad,0Pl,NA,Dub,Neg,dadaakwaakwasinodogenan,<<dadaakwaakwa>>sinodogenan,GUESS,dadaakwaakwasinodogen,<<dadaakwaakwa>>sinodogen,GUESS
VII_Pl,Ind,VII_d,dadaakwaakwadoon,dadaakwaakwad,0Pl,NA,Dub,Pos,dadaakwaakwadodogenan,<<dadaakwaakwad>>odogenan,GUESS,dadaakwaakwadodogen,<<dadaakwaakwad>>odogen,GUESS
VII_Pl,Ind,VII_d,dadaakwaakwadoon,dadaakwaakwad,0Pl,NA,DubPrt,Neg,dadaakwaakwasinoogobaniin,<<dadaakwaakwa>>sinoogobaniin,GUESS,dadaakwaakwasinoogobanen,<<dadaakwaakwa>>sinoogobanen,GUESS
VII_Pl,Ind,VII_d,dadaakwaakwadoon,dadaakwaakwad,0Pl,NA,DubPrt,Pos,dadaakwaakwadogobaniin,<<dadaakwaakwad>>ogobaniin,GUESS,dadaakwaakwadogobanen,<<dadaakwaakwad>>ogobanen,GUESS
VII_Pl,Ind,VII_d,dadaakwaakwadoon,dadaakwaakwad,0Pl,NA,Neu,Neg,dadaakwaakwasinoon,<<dadaakwaakwa>>sinoon,GUESS,,,
VII_Pl,Ind,VII_d,dadaakwaakwadoon,dadaakwaakwad,0Pl,NA,Neu,Pos,dadaakwaakwadoon,<<dadaakwaakwad>>oon,GUESS,,,
VII_Pl,Ind,VII_d,dadaakwaakwadoon,dadaakwaakwad,0Pl,NA,Prt,Neg,dadaakwaakwasinoobaniin,<<dadaakwaakwa>>sinoobaniin,GUESS,dadaakwaakwasinoobanen,<<dadaakwaakwa>>sinoobanen,GUESS
VII_Pl,Ind,VII_d,dadaakwaakwadoon,dadaakwaakwad,0Pl,NA,Prt,Pos,dadaakwaakwadoobaniin,<<dadaakwaakwad>>oobaniin,GUESS,dadaakwaakwadoobanen,<<dadaakwaakwad>>oobanen,GUESS
