Paradigm,Order,Class,Lemma,Stem,Head,Subject,Object,Mode,Negation,Form1Surface,Form1Split,Form1Source
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,1SgSubj,0PlObj,Neu,Neg,wayaabandanziwaanin,<ChCnj><<waaband>>anziwaanin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,1SgSubj,0PlObj,Neu,Neg,maajisiwaanin,<ChCnj><<miiji>>siwaanin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,1SgSubj,0PlObj,Neu,Neg,wenitoosiwaanin,<ChCnj><<wanit>>oosiwaanin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,1SgSubj,0PlObj,Neu,Pos,eyaamaanin,<ChCnj><<ayaa>>maanin,GUESS
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,1SgSubj,0PlObj,Neu,Pos,wayaabandamaanin,<ChCnj><<waaband>>amaanin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,1SgSubj,0PlObj,Neu,Pos,maajiyaanin,<ChCnj><<miiji>>yaanin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,1SgSubj,0PlObj,Neu,Pos,wenitooyaanin,<ChCnj><<wanit>>ooyaanin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,1SgSubj,0PlObj,Prt,Neg,MISSING,,
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,1SgSubj,0PlObj,Prt,Neg,wayaabandanziwaambaaniin,<ChCnj><<waaband>>anziwaambaaniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,1SgSubj,0PlObj,Prt,Neg,maajisiwaambaaniin,<ChCnj><<miiji>>siwaambaaniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,1SgSubj,0PlObj,Prt,Neg,wenitoosiwaambaaniin,<ChCnj><<wanit>>oosiwaambaaniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,1SgSubj,0PlObj,Prt,Pos,MISSING,,
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,1SgSubj,0PlObj,Prt,Pos,wayaabandamaambaaniin,<ChCnj><<waaband>>amaambaaniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,1SgSubj,0PlObj,Prt,Pos,maajiyaambaaniin,<ChCnj><<miiji>>yaambaaniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,1SgSubj,0PlObj,Prt,Pos,wenitooyaambaaniin,<ChCnj><<wanit>>ooyaambaaniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,2PlSubj,0PlObj,Dub,Neg,eyaanziiwegweniin,<ChCnj><<ayaa>>nziiwegweniin,GUESS
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,2PlSubj,0PlObj,Dub,Neg,wayaabandanziiwegweniin,<ChCnj><<waaband>>anziiwegweniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,2PlSubj,0PlObj,Dub,Neg,maajisiiwegweniin,<ChCnj><<miiji>>siiwegweniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,2PlSubj,0PlObj,Dub,Neg,wenitoosiiwegweniin,<ChCnj><<wanit>>oosiiwegweniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,2PlSubj,0PlObj,Dub,Pos,MISSING,,
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,2PlSubj,0PlObj,Dub,Pos,wayaabandamowegweniin,<ChCnj><<waaband>>amowegweniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,2PlSubj,0PlObj,Dub,Pos,maajiwegweniin,<ChCnj><<miiji>>wegweniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,2PlSubj,0PlObj,Dub,Pos,wenitoowegweniin,<ChCnj><<wanit>>oowegweniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,2PlSubj,0PlObj,DubPrt,Neg,MISSING,,
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,2PlSubj,0PlObj,DubPrt,Neg,wayaabandanziiwegobaneniin,<ChCnj><<waaband>>anziiwegobaneniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,2PlSubj,0PlObj,DubPrt,Neg,maajisiiwegobaneniin,<ChCnj><<miiji>>siiwegobaneniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,2PlSubj,0PlObj,DubPrt,Neg,wenitoosiiwegobaneniin,<ChCnj><<wanit>>oosiiwegobaneniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,2PlSubj,0PlObj,DubPrt,Pos,MISSING,,
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,2PlSubj,0PlObj,DubPrt,Pos,wayaabandamowegobaneniin,<ChCnj><<waaband>>amowegobaneniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,2PlSubj,0PlObj,DubPrt,Pos,maajiwegobaneniin,<ChCnj><<miiji>>wegobaneniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,2PlSubj,0PlObj,DubPrt,Pos,wenitoowegobaneniin,<ChCnj><<wanit>>oowegobaneniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,2PlSubj,0PlObj,Neu,Neg,eyaanziwegin,<ChCnj><<ayaa>>nziwegin,GUESS
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,2PlSubj,0PlObj,Neu,Neg,wayaabandanziwegin,<ChCnj><<waaband>>anziwegin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,2PlSubj,0PlObj,Neu,Neg,maajisiwegin,<ChCnj><<miiji>>siwegin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,2PlSubj,0PlObj,Neu,Neg,wenitoosiwegin,<ChCnj><<wanit>>oosiwegin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,2PlSubj,0PlObj,Neu,Pos,eyaamegin,<ChCnj><<ayaa>>megin,GUESS
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,2PlSubj,0PlObj,Neu,Pos,wayaabandamegin,<ChCnj><<waaband>>amegin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,2PlSubj,0PlObj,Neu,Pos,maajiyegin,<ChCnj><<miiji>>yegin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,2PlSubj,0PlObj,Neu,Pos,wenitooyegin,<ChCnj><<wanit>>ooyegin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,2PlSubj,0PlObj,Prt,Neg,MISSING,,
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,2PlSubj,0PlObj,Prt,Neg,wayaabandanziwegobaniin,<ChCnj><<waaband>>anziwegobaniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,2PlSubj,0PlObj,Prt,Neg,maajisiwegobaniin,<ChCnj><<miiji>>siwegobaniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,2PlSubj,0PlObj,Prt,Neg,wenitoosiwegobaniin,<ChCnj><<wanit>>oosiwegobaniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,2PlSubj,0PlObj,Prt,Pos,MISSING,,
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,2PlSubj,0PlObj,Prt,Pos,wayaabandamegobaniin,<ChCnj><<waaband>>amegobaniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,2PlSubj,0PlObj,Prt,Pos,maajiyegobaniin,<ChCnj><<miiji>>yegobaniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,2PlSubj,0PlObj,Prt,Pos,wenitooyegobaniin,<ChCnj><<wanit>>ooyegobaniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,2SgSubj,0PlObj,Dub,Neg,eyaanziiwaneniin,<ChCnj><<ayaa>>nziiwaneniin,GUESS
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,2SgSubj,0PlObj,Dub,Neg,wayaabandanziiwaneniin,<ChCnj><<waaband>>anziiwaneniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,2SgSubj,0PlObj,Dub,Neg,maajisiiwaneniin,<ChCnj><<miiji>>siiwaneniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,2SgSubj,0PlObj,Dub,Neg,wenitoosiiwaneniin,<ChCnj><<wanit>>oosiiwaneniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,2SgSubj,0PlObj,Dub,Pos,MISSING,,
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,2SgSubj,0PlObj,Dub,Pos,wayaabandamowaneniin,<ChCnj><<waaband>>amowaneniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,2SgSubj,0PlObj,Dub,Pos,maajiwaneniin,<ChCnj><<miiji>>waneniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,2SgSubj,0PlObj,Dub,Pos,wenitoowaneniin,<ChCnj><<wanit>>oowaneniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,2SgSubj,0PlObj,DubPrt,Neg,MISSING,,
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,2SgSubj,0PlObj,DubPrt,Neg,wayaabandanziiwambaneniin,<ChCnj><<waaband>>anziiwambaneniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,2SgSubj,0PlObj,DubPrt,Neg,maajisiiwambaneniin,<ChCnj><<miiji>>siiwambaneniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,2SgSubj,0PlObj,DubPrt,Neg,wenitoosiiwambaneniin,<ChCnj><<wanit>>oosiiwambaneniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,2SgSubj,0PlObj,DubPrt,Pos,MISSING,,
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,2SgSubj,0PlObj,DubPrt,Pos,wayaabandamowambaneniin,<ChCnj><<waaband>>amowambaneniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,2SgSubj,0PlObj,DubPrt,Pos,maajiwambaneniin,<ChCnj><<miiji>>wambaneniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,2SgSubj,0PlObj,DubPrt,Pos,wenitoowambaneniin,<ChCnj><<wanit>>oowambaneniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,2SgSubj,0PlObj,Neu,Neg,eyaanziwanin,<ChCnj><<ayaa>>nziwanin,GUESS
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,2SgSubj,0PlObj,Neu,Neg,wayaabandanziwanin,<ChCnj><<waaband>>anziwanin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,2SgSubj,0PlObj,Neu,Neg,maajisiwanin,<ChCnj><<miiji>>siwanin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,2SgSubj,0PlObj,Neu,Neg,wenitoosiwanin,<ChCnj><<wanit>>oosiwanin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,2SgSubj,0PlObj,Neu,Pos,eyaamanin,<ChCnj><<ayaa>>manin,GUESS
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,2SgSubj,0PlObj,Neu,Pos,wayaabandamanin,<ChCnj><<waaband>>amanin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,2SgSubj,0PlObj,Neu,Pos,maajiyanin,<ChCnj><<miiji>>yanin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,2SgSubj,0PlObj,Neu,Pos,wenitooyanin,<ChCnj><<wanit>>ooyanin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,2SgSubj,0PlObj,Prt,Neg,MISSING,,
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,2SgSubj,0PlObj,Prt,Neg,wayaabandanziwambaniin,<ChCnj><<waaband>>anziwambaniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,2SgSubj,0PlObj,Prt,Neg,maajisiwambaniin,<ChCnj><<miiji>>siwambaniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,2SgSubj,0PlObj,Prt,Neg,wenitoosiwambaniin,<ChCnj><<wanit>>oosiwambaniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,2SgSubj,0PlObj,Prt,Pos,MISSING,,
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,2SgSubj,0PlObj,Prt,Pos,wayaabandamambaniin,<ChCnj><<waaband>>amambaniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,2SgSubj,0PlObj,Prt,Pos,maajiyambaniin,<ChCnj><<miiji>>yambaniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,2SgSubj,0PlObj,Prt,Pos,wenitooyambaniin,<ChCnj><<wanit>>ooyambaniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,3PlObvSubj,0PlObj,Dub,Neg,eyaanziinigweniin,<ChCnj><<ayaa>>nziinigweniin,GUESS
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,3PlObvSubj,0PlObj,Dub,Neg,wayaabandanziinigweniin,<ChCnj><<waaband>>anziinigweniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,3PlObvSubj,0PlObj,Dub,Neg,maajisiinigweniin,<ChCnj><<miiji>>siinigweniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,3PlObvSubj,0PlObj,Dub,Neg,wenitoosiinigweniin,<ChCnj><<wanit>>oosiinigweniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,3PlObvSubj,0PlObj,Dub,Pos,MISSING,,
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,3PlObvSubj,0PlObj,Dub,Pos,wayaabandaminigweniin,<ChCnj><<waaband>>aminigweniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,3PlObvSubj,0PlObj,Dub,Pos,maajinigweniin,<ChCnj><<miiji>>nigweniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,3PlObvSubj,0PlObj,Dub,Pos,wenitoonigweniin,<ChCnj><<wanit>>oonigweniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,3PlObvSubj,0PlObj,DubPrt,Neg,MISSING,,
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,3PlObvSubj,0PlObj,DubPrt,Neg,wayaabandanziinigobaneniin,<ChCnj><<waaband>>anziinigobaneniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,3PlObvSubj,0PlObj,DubPrt,Neg,maajisiinigobaneniin,<ChCnj><<miiji>>siinigobaneniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,3PlObvSubj,0PlObj,DubPrt,Neg,wenitoosiinigobaneniin,<ChCnj><<wanit>>oosiinigobaneniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,3PlObvSubj,0PlObj,DubPrt,Pos,MISSING,,
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,3PlObvSubj,0PlObj,DubPrt,Pos,wayaabandaminigobaneniin,<ChCnj><<waaband>>aminigobaneniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,3PlObvSubj,0PlObj,DubPrt,Pos,maajinigobaneniin,<ChCnj><<miiji>>nigobaneniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,3PlObvSubj,0PlObj,DubPrt,Pos,wenitoonigobaneniin,<ChCnj><<wanit>>oonigobaneniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,3PlObvSubj,0PlObj,Neu,Neg,eyaanzinigon,<ChCnj><<ayaa>>nzinigon,GUESS
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,3PlObvSubj,0PlObj,Neu,Neg,wayaabandanzinigon,<ChCnj><<waaband>>anzinigon,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,3PlObvSubj,0PlObj,Neu,Neg,maajisinigon,<ChCnj><<miiji>>sinigon,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,3PlObvSubj,0PlObj,Neu,Neg,wenitoosinigon,<ChCnj><<wanit>>oosinigon,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,3PlObvSubj,0PlObj,Neu,Pos,eyaaminijin,<ChCnj><<ayaa>>minijin,GUESS
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,3PlObvSubj,0PlObj,Neu,Pos,wayaabandaminijin,<ChCnj><<waaband>>aminijin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,3PlObvSubj,0PlObj,Neu,Pos,maajinijin,<ChCnj><<miiji>>nijin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,3PlObvSubj,0PlObj,Neu,Pos,wenitoonijin,<ChCnj><<wanit>>oonijin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,3PlObvSubj,0PlObj,Prt,Neg,MISSING,,
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,3PlObvSubj,0PlObj,Prt,Neg,wayaabandanzinigobaniin,<ChCnj><<waaband>>anzinigobaniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,3PlObvSubj,0PlObj,Prt,Neg,maajisinigobaniin,<ChCnj><<miiji>>sinigobaniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,3PlObvSubj,0PlObj,Prt,Neg,wenitoosinigobaniin,<ChCnj><<wanit>>oosinigobaniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,0PlHead,3PlObvSubj,0PlObj,Prt,Pos,MISSING,,
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,0PlHead,3PlObvSubj,0PlObj,Prt,Pos,wayaabandaminipaniin,<ChCnj><<waaband>>aminipaniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,0PlHead,3PlObvSubj,0PlObj,Prt,Pos,maajinipaniin,<ChCnj><<miiji>>nipaniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,0PlHead,3PlObvSubj,0PlObj,Prt,Pos,wenitoonipaniin,<ChCnj><<wanit>>oonipaniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,3PlObvHead,3PlObvSubj,0PlObj,Dub,Neg,eyaanziinigweniin,<ChCnj><<ayaa>>nziinigweniin,GUESS
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,3PlObvHead,3PlObvSubj,0PlObj,Dub,Neg,wayaabandanziinigweniin,<ChCnj><<waaband>>anziinigweniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,3PlObvHead,3PlObvSubj,0PlObj,Dub,Neg,maajisiinigweniin,<ChCnj><<miiji>>siinigweniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,3PlObvHead,3PlObvSubj,0PlObj,Dub,Neg,wenitoosiinigweniin,<ChCnj><<wanit>>oosiinigweniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,3PlObvHead,3PlObvSubj,0PlObj,Dub,Pos,MISSING,,
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,3PlObvHead,3PlObvSubj,0PlObj,Dub,Pos,wayaabandaminigweniin,<ChCnj><<waaband>>aminigweniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,3PlObvHead,3PlObvSubj,0PlObj,Dub,Pos,maajinigweniin,<ChCnj><<miiji>>nigweniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,3PlObvHead,3PlObvSubj,0PlObj,Dub,Pos,wenitoonigweniin,<ChCnj><<wanit>>oonigweniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,3PlObvHead,3PlObvSubj,0PlObj,DubPrt,Neg,MISSING,,
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,3PlObvHead,3PlObvSubj,0PlObj,DubPrt,Neg,wayaabandanziinigobaneniin,<ChCnj><<waaband>>anziinigobaneniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,3PlObvHead,3PlObvSubj,0PlObj,DubPrt,Neg,maajisiinigobaneniin,<ChCnj><<miiji>>siinigobaneniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,3PlObvHead,3PlObvSubj,0PlObj,DubPrt,Neg,wenitoosiinigobaneniin,<ChCnj><<wanit>>oosiinigobaneniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,3PlObvHead,3PlObvSubj,0PlObj,DubPrt,Pos,MISSING,,
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,3PlObvHead,3PlObvSubj,0PlObj,DubPrt,Pos,wayaabandaminigobaneniin,<ChCnj><<waaband>>aminigobaneniin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,3PlObvHead,3PlObvSubj,0PlObj,DubPrt,Pos,maajinigobaneniin,<ChCnj><<miiji>>nigobaneniin,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,3PlObvHead,3PlObvSubj,0PlObj,DubPrt,Pos,wenitoonigobaneniin,<ChCnj><<wanit>>oonigobaneniin,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,3PlObvHead,3PlObvSubj,0PlObj,Neu,Neg,eyaanzinigon,<ChCnj><<ayaa>>nzinigon,GUESS
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,3PlObvHead,3PlObvSubj,0PlObj,Neu,Neg,wayaabandanzinigon,<ChCnj><<waaband>>anzinigon,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,3PlObvHead,3PlObvSubj,0PlObj,Neu,Neg,maajisinigon,<ChCnj><<miiji>>sinigon,GUESS
VTI,Pcp/ChCnj,VTI_oo,wanitoon,wanit,3PlObvHead,3PlObvSubj,0PlObj,Neu,Neg,wenitoosinigon,<ChCnj><<wanit>>oosinigon,GUESS
VTI,Pcp/ChCnj,VTI_aa,ayaan,ayaa,3PlObvHead,3PlObvSubj,0PlObj,Neu,Pos,eyaaminijin,<ChCnj><<ayaa>>minijin,GUESS
VTI,Pcp/ChCnj,VTI_am,waabandan,waaband,3PlObvHead,3PlObvSubj,0PlObj,Neu,Pos,wayaabandaminijin,<ChCnj><<waaband>>aminijin,GUESS
VTI,Pcp/ChCnj,VTI_i,miijin,miiji,3PlObvHead,3PlObvSubj,0PlObj,Neu,Pos,maajinijin,<ChCnj><<miiji>>nijin,GUESS
