Paradigm,Order,Class,Lemma,Stem,Head,Subject,Object,Mode,Negation,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2PlSubj,0PlObj,Prt,Pos,gidadaawenaawaabaniin,gi<<adaawe>>naawaabaniin,JDN-2010-MS-VTI-p13,gidadaawenaawaabanen,gi<<adaawe>>naawaabanen,JDN-2010-MS-VTI-p13,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2SgSubj,0PlObj,Dub,Neg,gidadaawesiinaadogenan,gi<<adaawe>>siinaadogenan,JDN-2010-MS-VTI-p20,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2SgSubj,0PlObj,Dub,Pos,gidadaawenaadogenan,gi<<adaawe>>naadogenan,JDN-2010-MS-VTI-p19,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2SgSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2SgSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2SgSubj,0PlObj,Neu,Neg,gidadaawesiinan,gi<<adaawe>>siinan,JDN-2010-MS-VTI-p8,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2SgSubj,0PlObj,Neu,Pos,gidadaawenan,gi<<adaawe>>nan,JDN-2010-MS-VTI-p7,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2SgSubj,0PlObj,Prt,Neg,gidadaawesiinaabaniin,gi<<adaawe>>siinaabaniin,JDN-2010-MS-VTI-p14,gidadaawesiinaabanen,gi<<adaawe>>siinaabanen,JDN-2010-MS-VTI-p14,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2SgSubj,0PlObj,Prt,Pos,gidadaawenaabaniin,gi<<adaawe>>naabaniin,JDN-2010-MS-VTI-p13,gidadaawenaabanen,gi<<adaawe>>naabanen,JDN-2010-MS-VTI-p13,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlObvSubj,0PlObj,Dub,Neg,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlObvSubj,0PlObj,Dub,Pos,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlObvSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlObvSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlObvSubj,0PlObj,Neu,Neg,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlObvSubj,0PlObj,Neu,Pos,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlObvSubj,0PlObj,Prt,Neg,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlObvSubj,0PlObj,Prt,Pos,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlProxSubj,0PlObj,Dub,Neg,odadaawesiinaawaadogenan,o<<adaawe>>siinaawaadogenan,JDN-2010-MS-VTI-p20,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlProxSubj,0PlObj,Dub,Pos,odadaawenaawaadogenan,o<<adaawe>>naawaadogenan,JDN-2010-MS-VTI-p19,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlProxSubj,0PlObj,DubPrt,Neg,adaawesiigwaaban,<<adaawe>>siigwaaban,JDN-2010-MS-VTI-p24,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlProxSubj,0PlObj,DubPrt,Pos,adaawegwaaban,<<adaawe>>gwaaban,JDN-2010-MS-VTI-p23,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlProxSubj,0PlObj,Neu,Neg,odadaawesiinaawaan,o<<adaawe>>siinaawaan,JDN-2010-MS-VTI-p8,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlProxSubj,0PlObj,Neu,Pos,odadaawenaawaan,o<<adaawe>>naawaan,JDN-2010-MS-VTI-p7,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlProxSubj,0PlObj,Prt,Neg,odadaawesiinaawaabaniin,o<<adaawe>>siinaawaabaniin,JDN-2010-MS-VTI-p14,odadaawesiinaawaabanen,o<<adaawe>>siinaawaabanen,JDN-2010-MS-VTI-p14,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlProxSubj,0PlObj,Prt,Pos,odadaawenaawaabaniin,o<<adaawe>>naawaabaniin,JDN-2010-MS-VTI-p13,odadaawenaawaabanen,o<<adaawe>>naawaabanen,JDN-2010-MS-VTI-p13,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgObvSubj,0PlObj,Dub,Neg,odadaawesiininaadogenan,o<<adaawe>>siininaadogenan,JDN-2010-MS-VTI-p20,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgObvSubj,0PlObj,Dub,Pos,odadaaweninaadogenan,o<<adaawe>>ninaadogenan,JDN-2010-MS-VTI-p19,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgObvSubj,0PlObj,DubPrt,Neg,adaawesiinigoban,<<adaawe>>siinigoban,JDN-2010-MS-VTI-p24,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgObvSubj,0PlObj,DubPrt,Pos,adaawenigoban,<<adaawe>>nigoban,JDN-2010-MS-VTI-p23,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgObvSubj,0PlObj,Neu,Neg,odadaawesiinini,o<<adaawe>>siininiw1,JDN-2010-MS-VTI-p8,odadaawesiini,o<<adaawe>>siiniw1,JDN-2010-MS-VTI-p8,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgObvSubj,0PlObj,Neu,Pos,odadaawenini,o<<adaawe>>niniw1,JDN-2010-MS-VTI-p7,odadaaweni,o<<adaawe>>niw1,JDN-2010-MS-VTI-p7,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgObvSubj,0PlObj,Prt,Neg,odadaawesiininaabaniin,o<<adaawe>>siininaabaniin,JDN-2010-MS-VTI-p14,odadaawesiininaabanen,o<<adaawe>>siininaabanen,JDN-2010-MS-VTI-p14,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgObvSubj,0PlObj,Prt,Pos,odadaaweninaabaniin,o<<adaawe>>ninaabaniin,JDN-2010-MS-VTI-p13,odadaaweninaabanen,o<<adaawe>>ninaabanen,JDN-2010-MS-VTI-p13,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgProxSubj,0PlObj,Dub,Neg,odadaawesiinaadogenan,o<<adaawe>>siinaadogenan,JDN-2010-MS-VTI-p20,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgProxSubj,0PlObj,Dub,Pos,odadaawenaadogenan,o<<adaawe>>naadogenan,JDN-2010-MS-VTI-p19,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgProxSubj,0PlObj,DubPrt,Neg,adaawesiigoban,<<adaawe>>siigoban,JDN-2010-MS-VTI-p24,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgProxSubj,0PlObj,DubPrt,Pos,adaawegoban,<<adaawe>>goban,JDN-2010-MS-VTI-p23,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgProxSubj,0PlObj,Neu,Neg,odadaawesiinan,o<<adaawe>>siinan,JDN-2010-MS-VTI-p8,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgProxSubj,0PlObj,Neu,Pos,odadaawenan,o<<adaawe>>nan,JDN-2010-MS-VTI-p7,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgProxSubj,0PlObj,Prt,Neg,odadaawesiinaabaniin,o<<adaawe>>siinaabaniin,JDN-2010-MS-VTI-p14,odadaawesiinaabanen,o<<adaawe>>siinaabanen,JDN-2010-MS-VTI-p14,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgProxSubj,0PlObj,Prt,Pos,odadaawenaabaniin,o<<adaawe>>naabaniin,JDN-2010-MS-VTI-p13,odadaawenaabanen,o<<adaawe>>naabanen,JDN-2010-MS-VTI-p13,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,ExclSubj,0PlObj,Dub,Neg,nindadaawesiiminaadogenan,ni<<adaawe>>siiminaadogenan,JDN-2010-MS-VTI-p20,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,ExclSubj,0PlObj,Dub,Pos,nindadaaweminaadogenan,ni<<adaawe>>minaadogenan,JDN-2010-MS-VTI-p19,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,ExclSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,ExclSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,ExclSubj,0PlObj,Neu,Neg,nindadaawesiimin,ni<<adaawe>>siimin,JDN-2010-MS-VTI-p8,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,ExclSubj,0PlObj,Neu,Pos,nindadaawemin,ni<<adaawe>>min,JDN-2010-MS-VTI-p7,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,ExclSubj,0PlObj,Prt,Neg,nindadaawesiiminaabaniin,ni<<adaawe>>siiminaabaniin,JDN-2010-MS-VTI-p14,nindadaawesiiminaabanien,ni<<adaawe>>siiminaabanien,JDN-2010-MS-VTI-p14,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,ExclSubj,0PlObj,Prt,Pos,nindadaaweminaabaniin,ni<<adaawe>>minaabaniin,JDN-2010-MS-VTI-p13,nindadaaweminaabanen,ni<<adaawe>>minaabanen,JDN-2010-MS-VTI-p13,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,InclSubj,0PlObj,Dub,Neg,gidadaawesiiminaadogenan,gi<<adaawe>>siiminaadogenan,JDN-2010-MS-VTI-p20,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,InclSubj,0PlObj,Dub,Pos,gidadaaweminaadogenan,gi<<adaawe>>minaadogenan,JDN-2010-MS-VTI-p19,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,InclSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,InclSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,InclSubj,0PlObj,Neu,Neg,gidadaawesiimin,gi<<adaawe>>siimin,JDN-2010-MS-VTI-p8,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,InclSubj,0PlObj,Neu,Pos,gidadaawemin,gi<<adaawe>>min,JDN-2010-MS-VTI-p7,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,InclSubj,0PlObj,Prt,Neg,gidadaawesiiminaabaniin,gi<<adaawe>>siiminaabaniin,JDN-2010-MS-VTI-p14,gidadaawesiiminaabanen,gi<<adaawe>>siiminaabanen,JDN-2010-MS-VTI-p14,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,InclSubj,0PlObj,Prt,Pos,gidadaaweminaabaniin,gi<<adaawe>>minaabaniin,JDN-2010-MS-VTI-p13,gidadaaweminaabanen,gi<<adaawe>>minaabanen,JDN-2010-MS-VTI-p13,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,XSubj,0PlObj,Dub,Neg,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,XSubj,0PlObj,Dub,Pos,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,XSubj,0PlObj,DubPrt,Neg,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,XSubj,0PlObj,DubPrt,Pos,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,XSubj,0PlObj,Neu,Neg,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,XSubj,0PlObj,Neu,Pos,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,XSubj,0PlObj,Prt,Neg,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,XSubj,0PlObj,Prt,Pos,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,1SgSubj,0SgObj,Dub,Neg,nindadaawesiinaadog,ni<<adaawe>>siinaadog,JDN-2010-MS-VTI-p20,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,1SgSubj,0SgObj,Dub,Pos,nindadaawenaadog,ni<<adaawe>>naadog,JDN-2010-MS-VTI-p19,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,1SgSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,1SgSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,1SgSubj,0SgObj,Neu,Neg,nindadaawesiin,ni<<adaawe>>siin,JDN-2010-MS-VTI-p8,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,1SgSubj,0SgObj,Neu,Pos,nindadaawen,ni<<adaawe>>n,JDN-2010-MS-VTI-p7,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,1SgSubj,0SgObj,Prt,Neg,nindadaawesiinaaban,ni<<adaawe>>siinaaban,JDN-2010-MS-VTI-p14,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,1SgSubj,0SgObj,Prt,Pos,nindadaawenaaban,ni<<adaawe>>naaban,JDN-2010-MS-VTI-p13,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2PlSubj,0SgObj,Dub,Neg,gidadaawesiinaawaadog,gi<<adaawe>>siinaawaadog,JDN-2010-MS-VTI-p20,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2PlSubj,0SgObj,Dub,Pos,gidadaawenaawaadog,gi<<adaawe>>naawaadog,JDN-2010-MS-VTI-p19,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2PlSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2PlSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2PlSubj,0SgObj,Neu,Neg,gidadaawesiinaawaa,gi<<adaawe>>siinaawaa,JDN-2010-MS-VTI-p8,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2PlSubj,0SgObj,Neu,Pos,gidadaawenaawaa,gi<<adaawe>>naawaa,JDN-2010-MS-VTI-p7,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2PlSubj,0SgObj,Prt,Neg,gidadaawesiinaawaaban,gi<<adaawe>>siinaawaaban,JDN-2010-MS-VTI-p14,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2PlSubj,0SgObj,Prt,Pos,gidadaawenaawaaban,gi<<adaawe>>naawaaban,JDN-2010-MS-VTI-p13,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2SgSubj,0SgObj,Dub,Neg,gidadaawesiinaadog,gi<<adaawe>>siinaadog,JDN-2010-MS-VTI-p20,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2SgSubj,0SgObj,Dub,Pos,gidadaawenaadog,gi<<adaawe>>naadog,JDN-2010-MS-VTI-p19,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2SgSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2SgSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2SgSubj,0SgObj,Neu,Neg,gidadaawesiin,gi<<adaawe>>siin,JDN-2010-MS-VTI-p8,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2SgSubj,0SgObj,Neu,Pos,gidadaawen,gi<<adaawe>>n,JDN-2010-MS-VTI-p7,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2SgSubj,0SgObj,Prt,Neg,gidadaawesiinaaban,gi<<adaawe>>siinaaban,JDN-2010-MS-VTI-p14,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,2SgSubj,0SgObj,Prt,Pos,gidadaawenaaban,gi<<adaawe>>naaban,JDN-2010-MS-VTI-p13,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlObvSubj,0SgObj,Dub,Neg,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlObvSubj,0SgObj,Dub,Pos,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlObvSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlObvSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlObvSubj,0SgObj,Neu,Neg,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlObvSubj,0SgObj,Neu,Pos,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlObvSubj,0SgObj,Prt,Neg,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlObvSubj,0SgObj,Prt,Pos,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlProxSubj,0SgObj,Dub,Neg,odadaawesiinaawaadog,o<<adaawe>>siinaawaadog,JDN-2010-MS-VTI-p20,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlProxSubj,0SgObj,Dub,Pos,odadaawenaawaadog,o<<adaawe>>naawaadog,JDN-2010-MS-VTI-p19,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlProxSubj,0SgObj,DubPrt,Neg,adaawesiigwaaban,<<adaawe>>siigwaaban,JDN-2010-MS-VTI-p24,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlProxSubj,0SgObj,DubPrt,Pos,adaawegwaaban,<<adaawe>>gwaaban,JDN-2010-MS-VTI-p23,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlProxSubj,0SgObj,Neu,Neg,odadaawesiinaawaa,o<<adaawe>>siinaawaa,JDN-2010-MS-VTI-p8,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlProxSubj,0SgObj,Neu,Pos,odadaawenaawaa,o<<adaawe>>naawaa,JDN-2010-MS-VTI-p7,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlProxSubj,0SgObj,Prt,Neg,odadaawesiinaawaaban,o<<adaawe>>siinaawaaban,JDN-2010-MS-VTI-p14,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3PlProxSubj,0SgObj,Prt,Pos,odadaawenaawaaban,o<<adaawe>>naawaaban,JDN-2010-MS-VTI-p13,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgObvSubj,0SgObj,Dub,Neg,odadaawesiininaadog,o<<adaawe>>siininaadog,JDN-2010-MS-VTI-p20,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgObvSubj,0SgObj,Dub,Pos,odadaaweninaadog,o<<adaawe>>ninaadog,JDN-2010-MS-VTI-p19,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgObvSubj,0SgObj,DubPrt,Neg,adaawesiinigoban,<<adaawe>>siinigoban,JDN-2010-MS-VTI-p24,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgObvSubj,0SgObj,DubPrt,Pos,adaawenigoban,<<adaawe>>nigoban,JDN-2010-MS-VTI-p23,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgObvSubj,0SgObj,Neu,Neg,odadaawesiinini,o<<adaawe>>siininiw1,JDN-2010-MS-VTI-p8,odadaawesiini,o<<adaawe>>siiniw1,JDN-2010-MS-VTI-p8,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgObvSubj,0SgObj,Neu,Pos,odadaawenini,o<<adaawe>>niniw1,JDN-2010-MS-VTI-p7,odadaaweni,o<<adaawe>>niw1,JDN-2010-MS-VTI-p7,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgObvSubj,0SgObj,Prt,Neg,odadaawesiininaaban,o<<adaawe>>siininaaban,JDN-2010-MS-VTI-p14,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgObvSubj,0SgObj,Prt,Pos,odadaaweninaaban,o<<adaawe>>ninaaban,JDN-2010-MS-VTI-p13,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgProxSubj,0SgObj,Dub,Neg,odadaawesiinaadog,o<<adaawe>>siinaadog,JDN-2010-MS-VTI-p20,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgProxSubj,0SgObj,Dub,Pos,odadaawenaadog,o<<adaawe>>naadog,JDN-2010-MS-VTI-p19,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgProxSubj,0SgObj,DubPrt,Neg,adaawesiigoban,<<adaawe>>siigoban,JDN-2010-MS-VTI-p24,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgProxSubj,0SgObj,DubPrt,Pos,adaawegoban,<<adaawe>>goban,JDN-2010-MS-VTI-p23,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgProxSubj,0SgObj,Neu,Neg,odadaawesiin,o<<adaawe>>siin,JDN-2010-MS-VTI-p8,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgProxSubj,0SgObj,Neu,Pos,odadaawen,o<<adaawe>>n,JDN-2010-MS-VTI-p7,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgProxSubj,0SgObj,Prt,Neg,odadaawesiinaaban,o<<adaawe>>siinaaban,JDN-2010-MS-VTI-p14,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,3SgProxSubj,0SgObj,Prt,Pos,odadaawenaaban,o<<adaawe>>naaban,JDN-2010-MS-VTI-p13,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,ExclSubj,0SgObj,Dub,Neg,nindadaawesiiminaadog,ni<<adaawe>>siiminaadog,JDN-2010-MS-VTI-p20,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,ExclSubj,0SgObj,Dub,Pos,nindadaaweminaadog,ni<<adaawe>>minaadog,JDN-2010-MS-VTI-p19,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,ExclSubj,0SgObj,DubPrt,Neg,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,ExclSubj,0SgObj,DubPrt,Pos,MISSING,,,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,ExclSubj,0SgObj,Neu,Neg,nindadaawesiimin,ni<<adaawe>>siimin,JDN-2010-MS-VTI-p8,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,ExclSubj,0SgObj,Neu,Pos,nindadaawemin,ni<<adaawe>>min,JDN-2010-MS-VTI-p7,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,ExclSubj,0SgObj,Prt,Neg,nindadaawesiiminaaban,ni<<adaawe>>siiminaaban,JDN-2010-MS-VTI-p14,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,ExclSubj,0SgObj,Prt,Pos,nindadaaweminaaban,ni<<adaawe>>minaaban,JDN-2010-MS-VTI-p13,,,,,,
VAIO,Ind,VAIO,adaawen,adaawe,NONE,InclSubj,0SgObj,Dub,Neg,gidadaawesiiminaadog,gi<<adaawe>>siiminaadog,JDN-2010-MS-VTI-p20,,,,,,
