Paradigm,Order,Class,Lemma,Stem,Head,Subject,Object,Mode,Negation,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source
VII,Ind,VII_d,atemagad,atemagad,NONE,0SgObvSubj,NONE,Dub,Neg,atemagasininiwidog,<<atemaga>>sininiwidog,JDN-2010-MS-VII-p9,,,
VII,Ind,VII_d,zanagad,zanagad,NONE,0SgObvSubj,NONE,Dub,Neg,zanagasininiwidog,<<zanaga>>sininiwidog,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p9,,,
VII,Ind,VII_n,bangisin,bangisin,NONE,0SgObvSubj,NONE,Dub,Neg,bangisinzininiwidog,<<bangisin>>zininiwidog,JDN-2010-MS-VII-p9,,,
VII,Ind,VII_V,dakaagami,dakaagami,NONE,0SgObvSubj,NONE,Dub,Neg,dakaagamisininiwidog,<<dakaagami>>sininiwidog,GUESS,,,
VII,Ind,VII_V,imo,imo,NONE,0SgObvSubj,NONE,Dub,Neg,imosininiwidog,<<imo>>sininiwidog,GUESS,,,
VII,Ind,VII_VV,ate,ate,NONE,0SgObvSubj,NONE,Dub,Neg,atesininiwidog,<<ate>>sininiwidog,JDN-2010-MS-VII-p9,,,
VII,Ind,VII_VV,gonzaabii,gonzaabii,NONE,0SgObvSubj,NONE,Dub,Neg,gonzaabiisininiwidog,<<gonzaabii>>sininiwidog,JDN-2010-MS-VII-p9,,,
VII,Ind,VII_VV,michaa,michaa,NONE,0SgObvSubj,NONE,Dub,Neg,michaasininiwidog,<<michaa>>sininiwidog,JDN-2010-MS-VII-p9,,,
VII,Ind,VII_d,atemagad,atemagad,NONE,0SgSubj,NONE,Dub,Neg,atemagasinodog,<<atemaga>>sinodog,JDN-2010-MS-VII-p9,,,
VII,Ind,VII_d,zanagad,zanagad,NONE,0SgSubj,NONE,Dub,Neg,zanagasinodog,<<zanaga>>sinodog,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p9,,,
VII,Ind,VII_n,bangisin,bangisin,NONE,0SgSubj,NONE,Dub,Neg,bangisinzinodog,<<bangisin>>zinodog,JDN-2010-MS-VII-p9,,,
VII,Ind,VII_V,dakaagami,dakaagami,NONE,0SgSubj,NONE,Dub,Neg,dakaagamisinodog,<<dakaagami>>sinodog,GUESS,,,
VII,Ind,VII_V,imo,imo,NONE,0SgSubj,NONE,Dub,Neg,imosinodog,<<imo>>sinodog,GUESS,,,
VII,Ind,VII_VV,ate,ate,NONE,0SgSubj,NONE,Dub,Neg,atesinodog,<<ate>>sinodog,JDN-2010-MS-VII-p9,,,
VII,Ind,VII_VV,gonzaabii,gonzaabii,NONE,0SgSubj,NONE,Dub,Neg,gonzaabiisinodog,<<gonzaabii>>sinodog,JDN-2010-MS-VII-p9,,,
VII,Ind,VII_VV,michaa,michaa,NONE,0SgSubj,NONE,Dub,Neg,michaasinodog,<<michaa>>sinodog,JDN-2010-MS-VII-p9,,,
VII,Ind,VII_d,atemagad,atemagad,NONE,0PlObvSubj,NONE,Dub,Pos,atemagadiniwidogenan,<<atemagad>>iniwidogenan,JDN-2010-MS-VII-p8,,,
VII,Ind,VII_d,zanagad,zanagad,NONE,0PlObvSubj,NONE,Dub,Pos,zanagadiniwidogenan,<<zanagad>>iniwidogenan,NJ-zoom-2023-Sep14,,,
VII,Ind,VII_n,bangisin,bangisin,NONE,0PlObvSubj,NONE,Dub,Pos,bangisininiwidogenan,<<bangisin>>iniwidogenan,JDN-2010-MS-VII-p8,,,
VII,Ind,VII_V,dakaagami,dakaagami,NONE,0PlObvSubj,NONE,Dub,Pos,dakaagaminiwidogenan,<<dakaagami>>niwidogenan,GUESS,,,
VII,Ind,VII_V,imo,imo,NONE,0PlObvSubj,NONE,Dub,Pos,imoniwidogenan,<<imo>>niwidogenan,GUESS,,,
VII,Ind,VII_VV,ate,ate,NONE,0PlObvSubj,NONE,Dub,Pos,ateniwidogenan,<<ate>>niwidogenan,GUESS,,,
VII,Ind,VII_VV,gonzaabii,gonzaabii,NONE,0PlObvSubj,NONE,Dub,Pos,gonzaabiiniwidogenan,<<gonzaabii>>niwidogenan,GUESS,,,
VII,Ind,VII_VV,michaa,michaa,NONE,0PlObvSubj,NONE,Dub,Pos,michaaniwidogenan,<<michaa>>niwidogenan,GUESS,,,
VII,Ind,VII_d,atemagad,atemagad,NONE,0PlSubj,NONE,Dub,Pos,atemagadodogenan,<<atemagad>>odogenan,NJ-zoom-2023-Sep14,,,
VII,Ind,VII_d,zanagad,zanagad,NONE,0PlSubj,NONE,Dub,Pos,zanagadodogenan,<<zanagad>>odogenan,NJ-zoom-2023-Sep14,,,
VII,Ind,VII_n,bangisin,bangisin,NONE,0PlSubj,NONE,Dub,Pos,bangisinodogenan,<<bangisin>>odogenan,NJ-zoom-2023-Sep14,,,
VII,Ind,VII_V,dakaagami,dakaagami,NONE,0PlSubj,NONE,Dub,Pos,dakaagamidogenan,<<dakaagami>>dogenan,GUESS,,,
VII,Ind,VII_V,imo,imo,NONE,0PlSubj,NONE,Dub,Pos,imodogenan,<<imo>>dogenan,GUESS,,,
VII,Ind,VII_VV,ate,ate,NONE,0PlSubj,NONE,Dub,Pos,atedogenan,<<ate>>dogenan,NJ-zoom-2023-Sep14,,,
VII,Ind,VII_VV,gonzaabii,gonzaabii,NONE,0PlSubj,NONE,Dub,Pos,gonzaabiidogenan,<<gonzaabii>>dogenan,NJ-zoom-2023-Sep14,,,
VII,Ind,VII_VV,michaa,michaa,NONE,0PlSubj,NONE,Dub,Pos,michaadogenan,<<michaa>>dogenan,NJ-zoom-2023-Sep14,,,
VII,Ind,VII_d,atemagad,atemagad,NONE,0SgObvSubj,NONE,Dub,Pos,atemagadiniwidog,<<atemagad>>iniwidog,JDN-2010-MS-VII-p8,,,
VII,Ind,VII_d,zanagad,zanagad,NONE,0SgObvSubj,NONE,Dub,Pos,zanagadiniwidog,<<zanagad>>iniwidog,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p8,,,
VII,Ind,VII_n,bangisin,bangisin,NONE,0SgObvSubj,NONE,Dub,Pos,bangisininiwidog,<<bangisin>>iniwidog,JDN-2010-MS-VII-p8,,,
VII,Ind,VII_V,dakaagami,dakaagami,NONE,0SgObvSubj,NONE,Dub,Pos,dakaagaminiwidog,<<dakaagami>>niwidog,GUESS,,,
VII,Ind,VII_V,imo,imo,NONE,0SgObvSubj,NONE,Dub,Pos,imoniwidog,<<imo>>niwidog,GUESS,,,
VII,Ind,VII_VV,ate,ate,NONE,0SgObvSubj,NONE,Dub,Pos,ateniwidog,<<ate>>niwidog,JDN-2010-MS-VII-p8,,,
VII,Ind,VII_VV,gonzaabii,gonzaabii,NONE,0SgObvSubj,NONE,Dub,Pos,gonzaabiiniwidog,<<gonzaabii>>niwidog,JDN-2010-MS-VII-p8,,,
VII,Ind,VII_VV,michaa,michaa,NONE,0SgObvSubj,NONE,Dub,Pos,michaaniwidog,<<michaa>>niwidog,JDN-2010-MS-VII-p8,,,
VII,Ind,VII_d,atemagad,atemagad,NONE,0SgSubj,NONE,Dub,Pos,atemagadodog,<<atemagad>>odog,JDN-2010-MS-VII-p8,,,
VII,Ind,VII_d,zanagad,zanagad,NONE,0SgSubj,NONE,Dub,Pos,zanagadodog,<<zanagad>>odog,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p8,,,
VII,Ind,VII_n,bangisin,bangisin,NONE,0SgSubj,NONE,Dub,Pos,bangisinodog,<<bangisin>>odog,JDN-2010-MS-VII-p8,,,
VII,Ind,VII_V,dakaagami,dakaagami,NONE,0SgSubj,NONE,Dub,Pos,dakaagamidog,<<dakaagami>>dog,GUESS,,,
VII,Ind,VII_V,imo,imo,NONE,0SgSubj,NONE,Dub,Pos,imodog,<<imo>>dog,GUESS,,,
VII,Ind,VII_VV,ate,ate,NONE,0SgSubj,NONE,Dub,Pos,atedog,<<ate>>dog,JDN-2010-MS-VII-p8,,,
VII,Ind,VII_VV,gonzaabii,gonzaabii,NONE,0SgSubj,NONE,Dub,Pos,gonzaabiidog,<<gonzaabii>>dog,JDN-2010-MS-VII-p8,,,
VII,Ind,VII_VV,michaa,michaa,NONE,0SgSubj,NONE,Dub,Pos,michaadog,<<michaa>>dog,JDN-2010-MS-VII-p8,,,
VII,Ind,VII_d,atemagad,atemagad,NONE,0PlObvSubj,NONE,DubPrt,Neg,atemagasininigobaniin,<<atemaga>>sininigobaniin,JDN-2010-MS-VII-p12,atemagasininigobanen,<<atemaga>>sininigobanen,JDN-2010-MS-VII-p12
VII,Ind,VII_d,zanagad,zanagad,NONE,0PlObvSubj,NONE,DubPrt,Neg,zanagasininigobaniin,<<zanaga>>sininigobaniin,JDN-2010-MS-VII-p12,zanagasininigobanen,<<zanaga>>sininigobanen,JDN-2010-MS-VII-p12
VII,Ind,VII_n,bangisin,bangisin,NONE,0PlObvSubj,NONE,DubPrt,Neg,bangisinzininigobaniin,<<bangisin>>zininigobaniin,JDN-2010-MS-VII-p12,bangisinzininigobanen,<<bangisin>>zininigobanen,JDN-2010-MS-VII-p12
VII,Ind,VII_V,dakaagami,dakaagami,NONE,0PlObvSubj,NONE,DubPrt,Neg,dakaagamisininigobaniin,<<dakaagami>>sininigobaniin,GUESS,dakaagamisininigobanen,<<dakaagami>>sininigobanen,GUESS
VII,Ind,VII_V,imo,imo,NONE,0PlObvSubj,NONE,DubPrt,Neg,imosininigobaniin,<<imo>>sininigobaniin,GUESS,imosininigobanen,<<imo>>sininigobanen,GUESS
VII,Ind,VII_VV,ate,ate,NONE,0PlObvSubj,NONE,DubPrt,Neg,atesininigobaniin,<<ate>>sininigobaniin,JDN-2010-MS-VII-p12,atesininigobanen,<<ate>>sininigobanen,JDN-2010-MS-VII-p12
VII,Ind,VII_VV,gonzaabii,gonzaabii,NONE,0PlObvSubj,NONE,DubPrt,Neg,gonzaabiisininigobaniin,<<gonzaabii>>sininigobaniin,JDN-2010-MS-VII-p12,gonzaabiisininigobanen,<<gonzaabii>>sininigobanen,JDN-2010-MS-VII-p12
VII,Ind,VII_VV,michaa,michaa,NONE,0PlObvSubj,NONE,DubPrt,Neg,michaasininigobaniin,<<michaa>>sininigobaniin,JDN-2010-MS-VII-p12,michaasininigobanen,<<michaa>>sininigobanen,JDN-2010-MS-VII-p12
VII,Ind,VII_d,atemagad,atemagad,NONE,0PlSubj,NONE,DubPrt,Neg,atemagasinoogobaniin,<<atemaga>>sinoogobaniin,JDN-2010-MS-VII-p12,atemagasinoogobanen,<<atemaga>>sinoogobanen,JDN-2010-MS-VII-p12
VII,Ind,VII_d,zanagad,zanagad,NONE,0PlSubj,NONE,DubPrt,Neg,zanagasinoogobaniin,<<zanaga>>sinoogobaniin,JDN-2010-MS-VII-p12,zanagasinoogobanen,<<zanaga>>sinoogobanen,JDN-2010-MS-VII-p12
VII,Ind,VII_n,bangisin,bangisin,NONE,0PlSubj,NONE,DubPrt,Neg,bangisinzinoogobaniin,<<bangisin>>zinoogobaniin,JDN-2010-MS-VII-p12,bangisinzinoogobanen,<<bangisin>>zinoogobanen,JDN-2010-MS-VII-p12
VII,Ind,VII_V,dakaagami,dakaagami,NONE,0PlSubj,NONE,DubPrt,Neg,dakaagamisinoogobaniin,<<dakaagami>>sinoogobaniin,GUESS,dakaagamisinoogobanen,<<dakaagami>>sinoogobanen,GUESS
VII,Ind,VII_V,imo,imo,NONE,0PlSubj,NONE,DubPrt,Neg,imosinoogobaniin,<<imo>>sinoogobaniin,GUESS,imosinoogobanen,<<imo>>sinoogobanen,GUESS
VII,Ind,VII_VV,ate,ate,NONE,0PlSubj,NONE,DubPrt,Neg,atesinoogobaniin,<<ate>>sinoogobaniin,JDN-2010-MS-VII-p12,atesinoogobanen,<<ate>>sinoogobanen,JDN-2010-MS-VII-p12
VII,Ind,VII_VV,gonzaabii,gonzaabii,NONE,0PlSubj,NONE,DubPrt,Neg,gonzaabiisinoogobaniin,<<gonzaabii>>sinoogobaniin,JDN-2010-MS-VII-p12,gonzaabiisinoogobanen,<<gonzaabii>>sinoogobanen,JDN-2010-MS-VII-p12
VII,Ind,VII_VV,michaa,michaa,NONE,0PlSubj,NONE,DubPrt,Neg,michaasinoogobaniin,<<michaa>>sinoogobaniin,JDN-2010-MS-VII-p12,michaasinoogobanen,<<michaa>>sinoogobanen,JDN-2010-MS-VII-p12
VII,Ind,VII_d,atemagad,atemagad,NONE,0SgObvSubj,NONE,DubPrt,Neg,atemagasininigoban,<<atemaga>>sininigoban,JDN-2010-MS-VII-p12,,,
VII,Ind,VII_d,zanagad,zanagad,NONE,0SgObvSubj,NONE,DubPrt,Neg,zanagasininigoban,<<zanaga>>sininigoban,JDN-2010-MS-VII-p12,,,
VII,Ind,VII_n,bangisin,bangisin,NONE,0SgObvSubj,NONE,DubPrt,Neg,bangisinzininigoban,<<bangisin>>zininigoban,JDN-2010-MS-VII-p12,,,
VII,Ind,VII_V,dakaagami,dakaagami,NONE,0SgObvSubj,NONE,DubPrt,Neg,dakaagamisininigoban,<<dakaagami>>sininigoban,GUESS,,,
VII,Ind,VII_V,imo,imo,NONE,0SgObvSubj,NONE,DubPrt,Neg,imosininigoban,<<imo>>sininigoban,GUESS,,,
VII,Ind,VII_VV,ate,ate,NONE,0SgObvSubj,NONE,DubPrt,Neg,atesininigoban,<<ate>>sininigoban,JDN-2010-MS-VII-p12,,,
VII,Ind,VII_VV,gonzaabii,gonzaabii,NONE,0SgObvSubj,NONE,DubPrt,Neg,gonzaabiisininigoban,<<gonzaabii>>sininigoban,JDN-2010-MS-VII-p12,,,
VII,Ind,VII_VV,michaa,michaa,NONE,0SgObvSubj,NONE,DubPrt,Neg,michaasininigoban,<<michaa>>sininigoban,JDN-2010-MS-VII-p12,,,
VII,Ind,VII_d,atemagad,atemagad,NONE,0SgSubj,NONE,DubPrt,Neg,atemagasinoogoban,<<atemaga>>sinoogoban,JDN-2010-MS-VII-p12,,,
VII,Ind,VII_d,zanagad,zanagad,NONE,0SgSubj,NONE,DubPrt,Neg,zanagasinoogoban,<<zanaga>>sinoogoban,JDN-2010-MS-VII-p12,,,
VII,Ind,VII_n,bangisin,bangisin,NONE,0SgSubj,NONE,DubPrt,Neg,bangisinzinoogoban,<<bangisin>>zinoogoban,JDN-2010-MS-VII-p12,,,
VII,Ind,VII_V,dakaagami,dakaagami,NONE,0SgSubj,NONE,DubPrt,Neg,dakaagamisinoogoban,<<dakaagami>>sinoogoban,GUESS,,,
VII,Ind,VII_V,imo,imo,NONE,0SgSubj,NONE,DubPrt,Neg,imosinoogoban,<<imo>>sinoogoban,GUESS,,,
VII,Ind,VII_VV,ate,ate,NONE,0SgSubj,NONE,DubPrt,Neg,atesinoogoban,<<ate>>sinoogoban,JDN-2010-MS-VII-p12,,,
VII,Ind,VII_VV,gonzaabii,gonzaabii,NONE,0SgSubj,NONE,DubPrt,Neg,gonzaabiisinoogoban,<<gonzaabii>>sinoogoban,JDN-2010-MS-VII-p12,,,
VII,Ind,VII_VV,michaa,michaa,NONE,0SgSubj,NONE,DubPrt,Neg,michaasinoogoban,<<michaa>>sinoogoban,JDN-2010-MS-VII-p12,,,
VII,Ind,VII_d,atemagad,atemagad,NONE,0PlObvSubj,NONE,DubPrt,Pos,atemagadinigobaniin,<<atemagad>>inigobaniin,JDN-2010-MS-VII-p11,atemagadinigobanen,<<atemagad>>inigobanen,JDN-2010-MS-VII-p11
VII,Ind,VII_d,zanagad,zanagad,NONE,0PlObvSubj,NONE,DubPrt,Pos,zanagadinigobaniin,<<zanagad>>inigobaniin,JDN-2010-MS-VII-p11,zanagadinigobanen,<<zanagad>>inigobanen,JDN-2010-MS-VII-p11
VII,Ind,VII_n,bangisin,bangisin,NONE,0PlObvSubj,NONE,DubPrt,Pos,bangisininigobaniin,<<bangisin>>inigobaniin,JDN-2010-MS-VII-p11,bangisininigobanen,<<bangisin>>inigobanen,JDN-2010-MS-VII-p11
VII,Ind,VII_V,dakaagami,dakaagami,NONE,0PlObvSubj,NONE,DubPrt,Pos,dakaagaminigobaniin,<<dakaagami>>nigobaniin,GUESS,dakaagaminigobanen,<<dakaagami>>nigobanen,GUESS
VII,Ind,VII_V,imo,imo,NONE,0PlObvSubj,NONE,DubPrt,Pos,imonigobaniin,<<imo>>nigobaniin,GUESS,imonigobanen,<<imo>>nigobanen,GUESS
VII,Ind,VII_VV,ate,ate,NONE,0PlObvSubj,NONE,DubPrt,Pos,atenigobaniin,<<ate>>nigobaniin,JDN-2010-MS-VII-p11,atenigobanen,<<ate>>nigobanen,JDN-2010-MS-VII-p11
VII,Ind,VII_VV,gonzaabii,gonzaabii,NONE,0PlObvSubj,NONE,DubPrt,Pos,gonzaabiinigobaniin,<<gonzaabii>>nigobaniin,JDN-2010-MS-VII-p11,gonzaabiinigobanen,<<gonzaabii>>nigobanen,JDN-2010-MS-VII-p11
VII,Ind,VII_VV,michaa,michaa,NONE,0PlObvSubj,NONE,DubPrt,Pos,michaanigobaniin,<<michaa>>nigobaniin,JDN-2010-MS-VII-p11,michaagobanen,<<michaa>>gobanen,JDN-2010-MS-VII-p11
VII,Ind,VII_d,atemagad,atemagad,NONE,0PlSubj,NONE,DubPrt,Pos,atemagadogobaniin,<<atemagad>>ogobaniin,JDN-2010-MS-VII-p11,atemagadogobanen,<<atemagad>>ogobanen,JDN-2010-MS-VII-p11
VII,Ind,VII_d,zanagad,zanagad,NONE,0PlSubj,NONE,DubPrt,Pos,zanagadogobaniin,<<zanagad>>ogobaniin,JDN-2010-MS-VII-p11,zanagadogobanen,<<zanagad>>ogobanen,JDN-2010-MS-VII-p11
VII,Ind,VII_n,bangisin,bangisin,NONE,0PlSubj,NONE,DubPrt,Pos,bangisinogobaniin,<<bangisin>>ogobaniin,JDN-2010-MS-VII-p11,bangisinogobanen,<<bangisin>>ogobanen,JDN-2010-MS-VII-p11
VII,Ind,VII_V,dakaagami,dakaagami,NONE,0PlSubj,NONE,DubPrt,Pos,dakaagamigobaniin,<<dakaagami>>gobaniin,GUESS,dakaagamigobanen,<<dakaagami>>gobanen,GUESS
VII,Ind,VII_V,imo,imo,NONE,0PlSubj,NONE,DubPrt,Pos,imogobaniin,<<imo>>gobaniin,GUESS,imogobanen,<<imo>>gobanen,GUESS
VII,Ind,VII_VV,ate,ate,NONE,0PlSubj,NONE,DubPrt,Pos,ategobaniin,<<ate>>gobaniin,JDN-2010-MS-VII-p11,ategobanen,<<ate>>gobanen,JDN-2010-MS-VII-p11
VII,Ind,VII_VV,gonzaabii,gonzaabii,NONE,0PlSubj,NONE,DubPrt,Pos,gonzaabiigobaniin,<<gonzaabii>>gobaniin,JDN-2010-MS-VII-p11,gonzaabiigobanen,<<gonzaabii>>gobanen,JDN-2010-MS-VII-p11
VII,Ind,VII_VV,michaa,michaa,NONE,0PlSubj,NONE,DubPrt,Pos,michaagobaniin,<<michaa>>gobaniin,JDN-2010-MS-VII-p11,michaagobanen,<<michaa>>gobanen,JDN-2010-MS-VII-p11
VII,Ind,VII_d,atemagad,atemagad,NONE,0SgObvSubj,NONE,DubPrt,Pos,atemagadinigoban,<<atemagad>>inigoban,JDN-2010-MS-VII-p11,,,
VII,Ind,VII_d,zanagad,zanagad,NONE,0SgObvSubj,NONE,DubPrt,Pos,zanagadinigoban,<<zanagad>>inigoban,JDN-2010-MS-VII-p11,,,
VII,Ind,VII_n,bangisin,bangisin,NONE,0SgObvSubj,NONE,DubPrt,Pos,bangisininigoban,<<bangisin>>inigoban,JDN-2010-MS-VII-p11,,,
VII,Ind,VII_V,dakaagami,dakaagami,NONE,0SgObvSubj,NONE,DubPrt,Pos,dakaagaminigoban,<<dakaagami>>nigoban,GUESS,,,
VII,Ind,VII_V,imo,imo,NONE,0SgObvSubj,NONE,DubPrt,Pos,imonigoban,<<imo>>nigoban,GUESS,,,
VII,Ind,VII_VV,ate,ate,NONE,0SgObvSubj,NONE,DubPrt,Pos,atenigoban,<<ate>>nigoban,JDN-2010-MS-VII-p11,,,
VII,Ind,VII_VV,gonzaabii,gonzaabii,NONE,0SgObvSubj,NONE,DubPrt,Pos,gonzaabiinigoban,<<gonzaabii>>nigoban,JDN-2010-MS-VII-p11,,,
VII,Ind,VII_VV,michaa,michaa,NONE,0SgObvSubj,NONE,DubPrt,Pos,michaanigoban,<<michaa>>nigoban,JDN-2010-MS-VII-p11,,,
VII,Ind,VII_d,atemagad,atemagad,NONE,0SgSubj,NONE,DubPrt,Pos,atemagadogoban,<<atemagad>>ogoban,JDN-2010-MS-VII-p11,,,
VII,Ind,VII_d,zanagad,zanagad,NONE,0SgSubj,NONE,DubPrt,Pos,zanagadogoban,<<zanagad>>ogoban,JDN-2010-MS-VII-p11,,,
VII,Ind,VII_n,bangisin,bangisin,NONE,0SgSubj,NONE,DubPrt,Pos,bangisinogoban,<<bangisin>>ogoban,JDN-2010-MS-VII-p11,,,
VII,Ind,VII_V,dakaagami,dakaagami,NONE,0SgSubj,NONE,DubPrt,Pos,dakaagamigoban,<<dakaagami>>goban,GUESS,,,
VII,Ind,VII_V,imo,imo,NONE,0SgSubj,NONE,DubPrt,Pos,imogoban,<<imo>>goban,GUESS,,,
VII,Ind,VII_VV,ate,ate,NONE,0SgSubj,NONE,DubPrt,Pos,ategoban,<<ate>>goban,JDN-2010-MS-VII-p11,,,
VII,Ind,VII_VV,gonzaabii,gonzaabii,NONE,0SgSubj,NONE,DubPrt,Pos,gonzaabiigoban,<<gonzaabii>>goban,JDN-2010-MS-VII-p11,,,
VII,Ind,VII_VV,michaa,michaa,NONE,0SgSubj,NONE,DubPrt,Pos,michaagoban,<<michaa>>goban,JDN-2010-MS-VII-p11,,,
VII,Ind,VII_d,atemagad,atemagad,NONE,0PlObvSubj,NONE,Neu,Neg,atemagasininiwan,<<atemaga>>sininiwan,JDN-2010-MS-VII-p5,,,
VII,Ind,VII_d,zanagad,zanagad,NONE,0PlObvSubj,NONE,Neu,Neg,zanagasininiwan,<<zanaga>>sininiwan,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p5,,,
VII,Ind,VII_n,bangisin,bangisin,NONE,0PlObvSubj,NONE,Neu,Neg,bangisinzininiwan,<<bangisin>>zininiwan,JDN-2010-MS-VII-p5,,,
VII,Ind,VII_V,dakaagami,dakaagami,NONE,0PlObvSubj,NONE,Neu,Neg,dakaagamisininiwan,<<dakaagami>>sininiwan,GUESS,,,
VII,Ind,VII_V,imo,imo,NONE,0PlObvSubj,NONE,Neu,Neg,imosininiwan,<<imo>>sininiwan,JDN-2010-MS-VII-p5,,,
VII,Ind,VII_VV,ate,ate,NONE,0PlObvSubj,NONE,Neu,Neg,atesininiwan,<<ate>>sininiwan,JDN-2010-MS-VII-p5,,,
VII,Ind,VII_VV,gonzaabii,gonzaabii,NONE,0PlObvSubj,NONE,Neu,Neg,gonzaabiisininiwan,<<gonzaabii>>sininiwan,JDN-2010-MS-VII-p5,,,
VII,Ind,VII_VV,michaa,michaa,NONE,0PlObvSubj,NONE,Neu,Neg,michaasininiwan,<<michaa>>sininiwan,JDN-2010-MS-VII-p5,,,
VII,Ind,VII_d,atemagad,atemagad,NONE,0PlSubj,NONE,Neu,Neg,atemagasinoon,<<atemaga>>sinoon,JDN-2010-MS-VII-p5,,,
VII,Ind,VII_d,zanagad,zanagad,NONE,0PlSubj,NONE,Neu,Neg,zanagasinoon,<<zanaga>>sinoon,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p5,,,
VII,Ind,VII_n,bangisin,bangisin,NONE,0PlSubj,NONE,Neu,Neg,bangisinzinoon,<<bangisin>>zinoon,JDN-2010-MS-VII-p5,,,
VII,Ind,VII_V,dakaagami,dakaagami,NONE,0PlSubj,NONE,Neu,Neg,dakaagamisinoon,<<dakaagami>>sinoon,GUESS,,,
VII,Ind,VII_V,imo,imo,NONE,0PlSubj,NONE,Neu,Neg,imosinoon,<<imo>>sinoon,JDN-2010-MS-VII-p5,,,
VII,Ind,VII_VV,ate,ate,NONE,0PlSubj,NONE,Neu,Neg,atesinoon,<<ate>>sinoon,JDN-2010-MS-VII-p5,,,
VII,Ind,VII_VV,gonzaabii,gonzaabii,NONE,0PlSubj,NONE,Neu,Neg,gonzaabiisinoon,<<gonzaabii>>sinoon,JDN-2010-MS-VII-p5,,,
VII,Ind,VII_VV,michaa,michaa,NONE,0PlSubj,NONE,Neu,Neg,michaasinoon,<<michaa>>sinoon,JDN-2010-MS-VII-p5,,,
VII,Ind,VII_d,atemagad,atemagad,NONE,0SgObvSubj,NONE,Neu,Neg,atemagasinini,<<atemaga>>sininiw1,JDN-2010-MS-VII-p5,,,
VII,Ind,VII_d,zanagad,zanagad,NONE,0SgObvSubj,NONE,Neu,Neg,zanagasinini,<<zanaga>>sininiw1,NJ-zoom-2023-Sep14; JDN-2010-MS-VII-p5,,,
VII,Ind,VII_n,bangisin,bangisin,NONE,0SgObvSubj,NONE,Neu,Neg,bangisinzinini,<<bangisin>>zininiw1,JDN-2010-MS-VII-p5,,,
