Paradigm,Order,Class,Lemma,Stem,Head,Subject,Object,Mode,Negation,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source
VIIPL,Cnj,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlObvSubj,NONE,Prt,Neg,niibidegoodesininigiban,<<niibidegoode>>sininigiban,JDN-2010-MS-VII-p17,,,
VIIPL,Cnj,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlObvSubj,NONE,Prt,Pos,niibidegoodeninigiban,<<niibidegoode>>ninigiban,GUESS,niibidegoodenigiban,<<niibidegoode>>nigiban,JDN-2010-MS-VII-p16
VIIPL,Cnj,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlSubj,NONE,Dub,Neg,niibidegoodesinoogwen,<<niibidegoode>>sinoogwen,JDN-2010-MS-VII-p19,,,
VIIPL,Cnj,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlSubj,NONE,Dub,Pos,niibidegoodegwen,<<niibidegoode>>gwen,JDN-2010-MS-VII-p18,,,
VIIPL,Cnj,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlSubj,NONE,DubPrt,Neg,niibidegoodesinoogobanen,<<niibidegoode>>sinoogobanen,JDN-2010-MS-VII-p21,,,
VIIPL,Cnj,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlSubj,NONE,DubPrt,Pos,niibidegoodegobanen,<<niibidegoode>>gobanen,JDN-2010-MS-VII-p20,,,
VIIPL,Cnj,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlSubj,NONE,Neu,Neg,niibidegoodesinok,<<niibidegoode>>sinok,GUESS,niibidegoodesinog,<<niibidegoode>>sinog,JDN-2010-MS-VII-p15
VIIPL,Cnj,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlSubj,NONE,Neu,Pos,niibidegoodegin,<<niibidegoode>>gin,GUESS,niibidegoodeg,<<niibidegoode>>g,JDN-2010-MS-VII-p14
VIIPL,Cnj,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlSubj,NONE,Prt,Neg,niibidegoodesinoogiban,<<niibidegoode>>sinoogiban,JDN-2010-MS-VII-p17,,,
VIIPL,Cnj,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlSubj,NONE,Prt,Pos,niibidegoodegiban,<<niibidegoode>>giban,JDN-2010-MS-VII-p16,,,
VIIPL,Ind,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlObvSubj,NONE,Dub,Neg,niibidegoodesininiwidogen,<<niibidegoode>>sininiwidogen,GUESS,,,
VIIPL,Ind,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlObvSubj,NONE,Dub,Pos,niibidegoodeniwidogen,<<niibidegoode>>niwidogen,GUESS,,,
VIIPL,Ind,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlObvSubj,NONE,DubPrt,Neg,niibidegoodesininigobaniin,<<niibidegoode>>sininigobaniin,GUESS,niibidegoodesininigobanen,<<niibidegoode>>sininigobanen,GUESS
VIIPL,Ind,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlObvSubj,NONE,DubPrt,Pos,niibidegoodenigobaniin,<<niibidegoode>>nigobaniin,GUESS,niibidegoodenigobanen,<<niibidegoode>>nigobanen,GUESS
VIIPL,Ind,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlObvSubj,NONE,Neu,Neg,niibidegoodesininiwan,<<niibidegoode>>sininiwan,GUESS,,,
VIIPL,Ind,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlObvSubj,NONE,Neu,Pos,niibidegoodeniwan,<<niibidegoode>>niwan,GUESS,,,
VIIPL,Ind,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlObvSubj,NONE,Prt,Neg,niibidegoodesininiibaniin,<<niibidegoode>>sininiibaniin,GUESS,niibidegoodesininiibanen,<<niibidegoode>>sininiibanen,GUESS
VIIPL,Ind,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlObvSubj,NONE,Prt,Pos,niibidegoodeniibaniin,<<niibidegoode>>niibaniin,GUESS,niibidegoodeniibanen,<<niibidegoode>>niibanen,GUESS
VIIPL,Ind,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlSubj,NONE,Dub,Neg,niibidegoodesinodogenan,<<niibidegoode>>sinodogenan,GUESS,niibidegoodesinodogen,<<niibidegoode>>sinodogen,GUESS
VIIPL,Ind,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlSubj,NONE,Dub,Pos,niibidegoodedogenan,<<niibidegoode>>dogenan,GUESS,niibidegoodedogen,<<niibidegoode>>dogen,GUESS
VIIPL,Ind,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlSubj,NONE,DubPrt,Neg,niibidegoodesinoogobaniin,<<niibidegoode>>sinoogobaniin,GUESS,niibidegoodesinoogobanen,<<niibidegoode>>sinoogobanen,GUESS
VIIPL,Ind,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlSubj,NONE,DubPrt,Pos,niibidegoodegobaniin,<<niibidegoode>>gobaniin,GUESS,niibidegoodegobanen,<<niibidegoode>>gobanen,GUESS
VIIPL,Ind,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlSubj,NONE,Neu,Neg,niibidegoodesinoon,<<niibidegoode>>sinoon,GUESS,,,
VIIPL,Ind,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlSubj,NONE,Neu,Pos,niibidegoodewan,<<niibidegoode>>wan,GUESS,,,
VIIPL,Ind,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlSubj,NONE,Prt,Neg,niibidegoodesinoobaniin,<<niibidegoode>>sinoobaniin,GUESS,niibidegoodesinoobanen,<<niibidegoode>>sinoobanen,GUESS
VIIPL,Ind,VIIPL_VV,niibidegoodewan,niibidegoode,NONE,0PlSubj,NONE,Prt,Pos,niibidegoodebaniin,<<niibidegoode>>baniin,GUESS,niibidegoodebanen,<<niibidegoode>>banen,GUESS
