Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source,Form3Surface,Form3Split,Form3Source
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,NONE,Poss,NONE,NONE,Loc,nidawemaaminaang,n<<dawemaaw2>>minaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,NONE,Poss,NONE,NONE,Loc,gidawemaaminaang,g<<dawemaaw2>>minaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,NONE,Poss,NONE,NONE,Loc,gidawemaaming,g<<dawemaaw2>>ming,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,NONE,Poss,NONE,NONE,Loc,gidawemaamiwaang,g<<dawemaaw2>>miwaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgProxPoss,NONE,Poss,NONE,NONE,Loc,odawemaaming,w<<dawemaaw2>>ming,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlProxPoss,NONE,Poss,NONE,NONE,Loc,odawemaamiwaang,w<<dawemaaw2>>miwaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgObvPoss,NONE,Poss,NONE,NONE,Loc,odawemaamining,w<<dawemaaw2>>mining,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlObvPoss,NONE,Poss,NONE,NONE,Loc,odawemaamining,w<<dawemaaw2>>mining,GUESS,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,Dim,NONE,NONE,NONE,Loc,nidawemaansing,n<<dawemaaw2>>nsing,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,Dim,NONE,NONE,NONE,Loc,nidawemaansinaang,n<<dawemaaw2>>nsinaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,Dim,NONE,NONE,NONE,Loc,gidawemaansinaang,g<<dawemaaw2>>nsinaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,Dim,NONE,NONE,NONE,Loc,gidawemaansing,g<<dawemaaw2>>nsing,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,Dim,NONE,NONE,NONE,Loc,gidawemaansiwaang,g<<dawemaaw2>>nsiwaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgProxPoss,Dim,NONE,NONE,NONE,Loc,odawemaansing,w<<dawemaaw2>>nsing,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlProxPoss,Dim,NONE,NONE,NONE,Loc,odawemaansiwaang,w<<dawemaaw2>>nsiwaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgObvPoss,Dim,NONE,NONE,NONE,Loc,odawemaansining,w<<dawemaaw2>>nsining,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlObvPoss,Dim,NONE,NONE,NONE,Loc,odawemaansining,w<<dawemaaw2>>nsining,GUESS,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,Dim,Poss,NONE,NONE,Loc,nidawemaansiming,n<<dawemaaw2>>nsiming,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,Dim,Poss,NONE,NONE,Loc,nidawemaansiminaang,n<<dawemaaw2>>nsiminaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,Dim,Poss,NONE,NONE,Loc,gidawemaansiminaang,g<<dawemaaw2>>nsiminaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,Dim,Poss,NONE,NONE,Loc,gidawemaansiming,g<<dawemaaw2>>nsiming,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,Dim,Poss,NONE,NONE,Loc,gidawemaansimiwaang,g<<dawemaaw2>>nsimiwaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgProxPoss,Dim,Poss,NONE,NONE,Loc,odawemaansiming,w<<dawemaaw2>>nsiming,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlProxPoss,Dim,Poss,NONE,NONE,Loc,odawemaansimiwaang,w<<dawemaaw2>>nsimiwaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgObvPoss,Dim,Poss,NONE,NONE,Loc,odawemaansimining,w<<dawemaaw2>>nsimining,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlObvPoss,Dim,Poss,NONE,NONE,Loc,odawemaansimining,w<<dawemaaw2>>nsimining,GUESS,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,NONE,NONE,Pej,NONE,Loc,nidawemaawishing,n<<dawemaaw2>>ishing,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,NONE,NONE,Pej,NONE,Loc,nidawemaawishinaang,n<<dawemaaw2>>ishinaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,NONE,NONE,Pej,NONE,Loc,gidawemaawishinaang,g<<dawemaaw2>>ishinaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,NONE,NONE,Pej,NONE,Loc,gidawemaawishing,g<<dawemaaw2>>ishing,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,NONE,NONE,Pej,NONE,Loc,gidawemaawishiwaang,g<<dawemaaw2>>ishiwaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgProxPoss,NONE,NONE,Pej,NONE,Loc,odawemaawishing,w<<dawemaaw2>>ishing,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlProxPoss,NONE,NONE,Pej,NONE,Loc,odawemaawishiwaang,w<<dawemaaw2>>ishiwaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgObvPoss,NONE,NONE,Pej,NONE,Loc,odawemaawishining,w<<dawemaaw2>>ishining,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlObvPoss,NONE,NONE,Pej,NONE,Loc,odawemaawishining,w<<dawemaaw2>>ishining,GUESS,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,NONE,Poss,Pej,NONE,Loc,nidawemaamishing,n<<dawemaaw2>>mishing,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,NONE,Poss,Pej,NONE,Loc,nidawemaamishinaang,n<<dawemaaw2>>mishinaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,NONE,Poss,Pej,NONE,Loc,gidawemaamishinaang,g<<dawemaaw2>>mishinaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,NONE,Poss,Pej,NONE,Loc,gidawemaamishing,g<<dawemaaw2>>mishing,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,NONE,Poss,Pej,NONE,Loc,gidawemaamishiwaang,g<<dawemaaw2>>mishiwaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgProxPoss,NONE,Poss,Pej,NONE,Loc,odawemaamishing,w<<dawemaaw2>>mishing,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlProxPoss,NONE,Poss,Pej,NONE,Loc,odawemaamishiwaang,w<<dawemaaw2>>mishiwaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgObvPoss,NONE,Poss,Pej,NONE,Loc,odawemaamishining,w<<dawemaaw2>>mishining,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlObvPoss,NONE,Poss,Pej,NONE,Loc,odawemaamishining,w<<dawemaaw2>>mishining,GUESS,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,Dim,NONE,Pej,NONE,Loc,nidawemaanzhishing,n<<dawemaaw2>>nzhishing,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,Dim,NONE,Pej,NONE,Loc,nidawemaanzhishinaang,n<<dawemaaw2>>nzhishinaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,Dim,NONE,Pej,NONE,Loc,gidawemaanzhishinaang,g<<dawemaaw2>>nzhishinaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,Dim,NONE,Pej,NONE,Loc,gidawemaanzhishing,g<<dawemaaw2>>nzhishing,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,Dim,NONE,Pej,NONE,Loc,gidawemaanzhishiwaang,g<<dawemaaw2>>nzhishiwaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgProxPoss,Dim,NONE,Pej,NONE,Loc,odawemaanzhishing,w<<dawemaaw2>>nzhishing,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlProxPoss,Dim,NONE,Pej,NONE,Loc,odawemaanzhishiwaang,w<<dawemaaw2>>nzhishiwaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgObvPoss,Dim,NONE,Pej,NONE,Loc,odawemaanzhishining,w<<dawemaaw2>>nzhishining,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlObvPoss,Dim,NONE,Pej,NONE,Loc,odawemaanzhishining,w<<dawemaaw2>>nzhishining,GUESS,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,Dim,Poss,Pej,NONE,Loc,nidawemaansimishing,n<<dawemaaw2>>nsimishing,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,Dim,Poss,Pej,NONE,Loc,nidawemaansimishinaang,n<<dawemaaw2>>nsimishinaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,Dim,Poss,Pej,NONE,Loc,gidawemaansimishinaang,g<<dawemaaw2>>nsimishinaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,Dim,Poss,Pej,NONE,Loc,gidawemaansimishing,g<<dawemaaw2>>nsimishing,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,Dim,Poss,Pej,NONE,Loc,gidawemaansimishiwaang,g<<dawemaaw2>>nsimishiwaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgProxPoss,Dim,Poss,Pej,NONE,Loc,odawemaansimishing,w<<dawemaaw2>>nsimishing,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlProxPoss,Dim,Poss,Pej,NONE,Loc,odawemaansimishiwaang,w<<dawemaaw2>>nsimishiwaang,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgObvPoss,Dim,Poss,Pej,NONE,Loc,odawemaansimishining,w<<dawemaaw2>>nsimishining,JDN-2010-Nouns,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlObvPoss,Dim,Poss,Pej,NONE,Loc,odawemaansimishining,w<<dawemaaw2>>nsimishining,GUESS,,,,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,NONE,NONE,NONE,NONE,ObvPl,nidawemaa',n<<dawemaaw2>>',JDN-2010-Nouns,nidawemaan,n<<dawemaaw2>>n,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,NONE,NONE,NONE,NONE,ObvPl,nidawemaanaani',n<<dawemaaw2>>naani',JDN-2010-Nouns,nidawemaanaanin,n<<dawemaaw2>>naanin,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,NONE,NONE,NONE,NONE,ObvPl,gidawemaanaani',g<<dawemaaw2>>naani',JDN-2010-Nouns,gidawemaanaanin,g<<dawemaaw2>>naanin,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,NONE,NONE,NONE,NONE,ObvPl,gidawemaa',g<<dawemaaw2>>',JDN-2010-Nouns,gidawemaan,g<<dawemaaw2>>n,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,NONE,NONE,NONE,NONE,ObvPl,gidawemaawaa',g<<dawemaaw2>>waa',JDN-2010-Nouns,gidawemaawaan,g<<dawemaaw2>>waan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgProxPoss,NONE,NONE,NONE,NONE,ObvPl,odawemaa',w<<dawemaaw2>>',JDN-2010-Nouns,odawemaan,w<<dawemaaw2>>n,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlProxPoss,NONE,NONE,NONE,NONE,ObvPl,odawemaawaa',w<<dawemaaw2>>waa',JDN-2010-Nouns,odawemaawaan,w<<dawemaaw2>>waan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgObvPoss,NONE,NONE,NONE,NONE,ObvPl,odawemaani,w<<dawemaaw2>>niw1,JDN-2010-Nouns,odawemaani,w<<dawemaaw2>>niw1,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlObvPoss,NONE,NONE,NONE,NONE,ObvPl,odawemaani,w<<dawemaaw2>>niw1,GUESS,odawemaani,w<<dawemaaw2>>niw1,GUESS,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,NONE,Poss,NONE,NONE,ObvPl,nidawemaama',n<<dawemaaw2>>ma',JDN-2010-Nouns,nidawemaaman,n<<dawemaaw2>>man,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,NONE,Poss,NONE,NONE,ObvPl,nidawemaaminaani',n<<dawemaaw2>>minaani',JDN-2010-Nouns,nidawemaaminaanin,n<<dawemaaw2>>minaanin,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,NONE,Poss,NONE,NONE,ObvPl,gidawemaaminaani',g<<dawemaaw2>>minaani',JDN-2010-Nouns,gidawemaaminaanin,g<<dawemaaw2>>minaanin,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,NONE,Poss,NONE,NONE,ObvPl,gidawemaama',g<<dawemaaw2>>ma',JDN-2010-Nouns,gidawemaaman,g<<dawemaaw2>>man,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,NONE,Poss,NONE,NONE,ObvPl,gidawemaamiwaa',g<<dawemaaw2>>miwaa',JDN-2010-Nouns,gidawemaamiwaan,g<<dawemaaw2>>miwaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgProxPoss,NONE,Poss,NONE,NONE,ObvPl,odawemaama',w<<dawemaaw2>>ma',JDN-2010-Nouns,odawemaaman,w<<dawemaaw2>>man,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlProxPoss,NONE,Poss,NONE,NONE,ObvPl,odawemaamiwaa',w<<dawemaaw2>>miwaa',JDN-2010-Nouns,odawemaamiwaan,w<<dawemaaw2>>miwaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgObvPoss,NONE,Poss,NONE,NONE,ObvPl,odawemaamini,w<<dawemaaw2>>miniw1,JDN-2010-Nouns,odawemaamini,w<<dawemaaw2>>miniw1,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlObvPoss,NONE,Poss,NONE,NONE,ObvPl,odawemaamini,w<<dawemaaw2>>miniw1,GUESS,odawemaamini,w<<dawemaaw2>>miniw1,GUESS,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,Dim,NONE,NONE,NONE,ObvPl,nidawemaansa',n<<dawemaaw2>>nsa',JDN-2010-Nouns,nidawemaansan,n<<dawemaaw2>>nsan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,Dim,NONE,NONE,NONE,ObvPl,nidawemaansinaani',n<<dawemaaw2>>nsinaani',JDN-2010-Nouns,nidawemaansinaanin,n<<dawemaaw2>>nsinaanin,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,Dim,NONE,NONE,NONE,ObvPl,gidawemaansinaani',g<<dawemaaw2>>nsinaani',JDN-2010-Nouns,gidawemaansinaanin,g<<dawemaaw2>>nsinaanin,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,Dim,NONE,NONE,NONE,ObvPl,gidawemaansa',g<<dawemaaw2>>nsa',JDN-2010-Nouns,gidawemaansan,g<<dawemaaw2>>nsan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,Dim,NONE,NONE,NONE,ObvPl,gidawemaansiwaa',g<<dawemaaw2>>nsiwaa',JDN-2010-Nouns,gidawemaansiwaan,g<<dawemaaw2>>nsiwaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgProxPoss,Dim,NONE,NONE,NONE,ObvPl,odawemaansa',w<<dawemaaw2>>nsa',JDN-2010-Nouns,odawemaansan,w<<dawemaaw2>>nsan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlProxPoss,Dim,NONE,NONE,NONE,ObvPl,odawemaansiwaa',w<<dawemaaw2>>nsiwaa',JDN-2010-Nouns,odawemaansiwaan,w<<dawemaaw2>>nsiwaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgObvPoss,Dim,NONE,NONE,NONE,ObvPl,odawemaansini,w<<dawemaaw2>>nsiniw1,JDN-2010-Nouns,odawemaansini,w<<dawemaaw2>>nsiniw1,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlObvPoss,Dim,NONE,NONE,NONE,ObvPl,odawemaansini,w<<dawemaaw2>>nsiniw1,GUESS,odawemaansini,w<<dawemaaw2>>nsiniw1,GUESS,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,Dim,Poss,NONE,NONE,ObvPl,nidawemaansima',n<<dawemaaw2>>nsima',JDN-2010-Nouns,nidawemaansiman,n<<dawemaaw2>>nsiman,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,Dim,Poss,NONE,NONE,ObvPl,nidawemaansiminaani',n<<dawemaaw2>>nsiminaani',JDN-2010-Nouns,nidawemaansiminaanin,n<<dawemaaw2>>nsiminaanin,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,Dim,Poss,NONE,NONE,ObvPl,gidawemaansiminaani',g<<dawemaaw2>>nsiminaani',JDN-2010-Nouns,gidawemaansiminaanin,g<<dawemaaw2>>nsiminaanin,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,Dim,Poss,NONE,NONE,ObvPl,gidawemaansima',g<<dawemaaw2>>nsima',JDN-2010-Nouns,gidawemaansiman,g<<dawemaaw2>>nsiman,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,Dim,Poss,NONE,NONE,ObvPl,gidawemaansimiwaa',g<<dawemaaw2>>nsimiwaa',JDN-2010-Nouns,gidawemaansimiwaan,g<<dawemaaw2>>nsimiwaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgProxPoss,Dim,Poss,NONE,NONE,ObvPl,odawemaansima',w<<dawemaaw2>>nsima',JDN-2010-Nouns,odawemaansiman,w<<dawemaaw2>>nsiman,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlProxPoss,Dim,Poss,NONE,NONE,ObvPl,odawemaansimiwaa',w<<dawemaaw2>>nsimiwaa',JDN-2010-Nouns,odawemaansimiwaan,w<<dawemaaw2>>nsimiwaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgObvPoss,Dim,Poss,NONE,NONE,ObvPl,odawemaansimini,w<<dawemaaw2>>nsiminiw1,JDN-2010-Nouns,odawemaansimini,w<<dawemaaw2>>nsiminiw1,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlObvPoss,Dim,Poss,NONE,NONE,ObvPl,odawemaansimini,w<<dawemaaw2>>nsiminiw1,GUESS,odawemaansimini,w<<dawemaaw2>>nsiminiw1,GUESS,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,NONE,NONE,Pej,NONE,ObvPl,nidawemaawisha',n<<dawemaaw2>>isha',JDN-2010-Nouns,nidawemaawishan,n<<dawemaaw2>>ishan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,NONE,NONE,Pej,NONE,ObvPl,nidawemaawishinaani',n<<dawemaaw2>>ishinaani',JDN-2010-Nouns,nidawemaawishinaanin,n<<dawemaaw2>>ishinaanin,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,NONE,NONE,Pej,NONE,ObvPl,gidawemaawishinaani',g<<dawemaaw2>>ishinaani',JDN-2010-Nouns,gidawemaawishinaanin,g<<dawemaaw2>>ishinaanin,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,NONE,NONE,Pej,NONE,ObvPl,gidawemaawisha',g<<dawemaaw2>>isha',JDN-2010-Nouns,gidawemaawishan,g<<dawemaaw2>>ishan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,NONE,NONE,Pej,NONE,ObvPl,gidawemaawishiwaa',g<<dawemaaw2>>ishiwaa',JDN-2010-Nouns,gidawemaawishiwaan,g<<dawemaaw2>>ishiwaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgProxPoss,NONE,NONE,Pej,NONE,ObvPl,odawemaawisha',w<<dawemaaw2>>isha',JDN-2010-Nouns,odawemaawishan,w<<dawemaaw2>>ishan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlProxPoss,NONE,NONE,Pej,NONE,ObvPl,odawemaawishiwaa',w<<dawemaaw2>>ishiwaa',JDN-2010-Nouns,odawemaawishiwaan,w<<dawemaaw2>>ishiwaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgObvPoss,NONE,NONE,Pej,NONE,ObvPl,odawemaawishini,w<<dawemaaw2>>ishiniw1,JDN-2010-Nouns,odawemaawishini,w<<dawemaaw2>>ishiniw1,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlObvPoss,NONE,NONE,Pej,NONE,ObvPl,odawemaawishini,w<<dawemaaw2>>ishiniw1,GUESS,odawemaawishini,w<<dawemaaw2>>ishiniw1,GUESS,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,NONE,Poss,Pej,NONE,ObvPl,nidawemaamisha',n<<dawemaaw2>>misha',JDN-2010-Nouns,nidawemaamishan,n<<dawemaaw2>>mishan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,NONE,Poss,Pej,NONE,ObvPl,nidawemaamishinaani',n<<dawemaaw2>>mishinaani',JDN-2010-Nouns,nidawemaamishinaanin,n<<dawemaaw2>>mishinaanin,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,NONE,Poss,Pej,NONE,ObvPl,gidawemaamishinaani',g<<dawemaaw2>>mishinaani',JDN-2010-Nouns,gidawemaamishinaanin,g<<dawemaaw2>>mishinaanin,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,NONE,Poss,Pej,NONE,ObvPl,gidawemaamisha',g<<dawemaaw2>>misha',JDN-2010-Nouns,gidawemaamishan,g<<dawemaaw2>>mishan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,NONE,Poss,Pej,NONE,ObvPl,gidawemaamishiwaa',g<<dawemaaw2>>mishiwaa',JDN-2010-Nouns,gidawemaamishiwaan,g<<dawemaaw2>>mishiwaan,JDN-2010-Nouns,,,
