Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,2PlPoss,Dim,NONE,NONE,NONE,ProxSg,gidawemaansiwaa,gi<<dawemaaw2>>nsiwaa,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,1SgPoss,Dim,NONE,NONE,NONE,ProxPl,nidawemaansag,ni<<dawemaaw2>>nsag,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,ExclPoss,Dim,NONE,NONE,NONE,ProxPl,nidawemaansinaanig,ni<<dawemaaw2>>nsinaanig,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,InclPoss,Dim,NONE,NONE,NONE,ProxPl,gidawemaansinaanig,gi<<dawemaaw2>>nsinaanig,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,2SgPoss,Dim,NONE,NONE,NONE,ProxPl,gidawemaansag,gi<<dawemaaw2>>nsag,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,2PlPoss,Dim,NONE,NONE,NONE,ProxPl,gidawemaansiwaag,gi<<dawemaaw2>>nsiwaag,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,1SgPoss,Dim,NONE,NONE,NONE,ObvSg,nidawemaansan,ni<<dawemaaw2>>nsan,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,ExclPoss,Dim,NONE,NONE,NONE,ObvSg,nidawemaansinaanin,ni<<dawemaaw2>>nsinaanin,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,InclPoss,Dim,NONE,NONE,NONE,ObvSg,gidawemaansinaanin,gi<<dawemaaw2>>nsinaanin,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,2SgPoss,Dim,NONE,NONE,NONE,ObvSg,gidawemaansan,gi<<dawemaaw2>>nsan,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,2PlPoss,Dim,NONE,NONE,NONE,ObvSg,gidawemaansiwaan,gi<<dawemaaw2>>nsiwaan,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,3SgProxPoss,Dim,NONE,NONE,NONE,ObvSg,odawemaansan,o<<dawemaaw2>>nsan,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,3PlProxPoss,Dim,NONE,NONE,NONE,ObvSg,odawemaansiwaan,o<<dawemaaw2>>nsiwaan,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,3SgObvPoss,Dim,NONE,NONE,NONE,ObvSg,odawemaansini,o<<dawemaaw2>>nsiniw1,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,3PlObvPoss,Dim,NONE,NONE,NONE,ObvSg,odawemaansini,o<<dawemaaw2>>nsiniw1,GUESS
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,1SgPoss,Dim,NONE,NONE,NONE,ObvPl,nidawemaansa',ni<<dawemaaw2>>nsa',JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,ExclPoss,Dim,NONE,NONE,NONE,ObvPl,nidawemaansinaani',ni<<dawemaaw2>>nsinaani',JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,InclPoss,Dim,NONE,NONE,NONE,ObvPl,gidawemaansinaani',gi<<dawemaaw2>>nsinaani',JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,2SgPoss,Dim,NONE,NONE,NONE,ObvPl,gidawemaansa',gi<<dawemaaw2>>nsa',JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,2PlPoss,Dim,NONE,NONE,NONE,ObvPl,gidawemaansiwaa',gi<<dawemaaw2>>nsiwaa',JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,3SgProxPoss,Dim,NONE,NONE,NONE,ObvPl,odawemaansa',o<<dawemaaw2>>nsa',JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,3PlProxPoss,Dim,NONE,NONE,NONE,ObvPl,odawemaansiwaa',o<<dawemaaw2>>nsiwaa',JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,3SgObvPoss,Dim,NONE,NONE,NONE,ObvPl,odawemaansini,o<<dawemaaw2>>nsiniw1,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,3PlObvPoss,Dim,NONE,NONE,NONE,ObvPl,odawemaansini,o<<dawemaaw2>>nsiniw1,GUESS
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,1SgPoss,Dim,NONE,NONE,NONE,Loc,nidawemaansing,ni<<dawemaaw2>>nsing,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,ExclPoss,Dim,NONE,NONE,NONE,Loc,nidawemaansinaang,ni<<dawemaaw2>>nsinaang,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,InclPoss,Dim,NONE,NONE,NONE,Loc,gidawemaansinaang,gi<<dawemaaw2>>nsinaang,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,2SgPoss,Dim,NONE,NONE,NONE,Loc,gidawemaansing,gi<<dawemaaw2>>nsing,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,2PlPoss,Dim,NONE,NONE,NONE,Loc,gidawemaansiwaang,gi<<dawemaaw2>>nsiwaang,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,3SgProxPoss,Dim,NONE,NONE,NONE,Loc,odawemaansing,o<<dawemaaw2>>nsing,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,3PlProxPoss,Dim,NONE,NONE,NONE,Loc,odawemaansiwaang,o<<dawemaaw2>>nsiwaang,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,3SgObvPoss,Dim,NONE,NONE,NONE,Loc,odawemaansining,o<<dawemaaw2>>nsining,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,3PlObvPoss,Dim,NONE,NONE,NONE,Loc,odawemaansining,o<<dawemaaw2>>nsining,GUESS
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,1SgPoss,Dim,Poss,NONE,NONE,ProxSg,nidawemaansim,ni<<dawemaaw2>>nsim,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,ExclPoss,Dim,Poss,NONE,NONE,ProxSg,nidawemaansiminaan,ni<<dawemaaw2>>nsiminaan,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,InclPoss,Dim,Poss,NONE,NONE,ProxSg,gidawemaansiminaan,gi<<dawemaaw2>>nsiminaan,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,2SgPoss,Dim,Poss,NONE,NONE,ProxSg,gidawemaansiminaan,gi<<dawemaaw2>>nsiminaan,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,2PlPoss,Dim,Poss,NONE,NONE,ProxSg,gidawemaansimiwaa,gi<<dawemaaw2>>nsimiwaa,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,1SgPoss,Dim,Poss,NONE,NONE,ProxPl,nidawemaansimag,ni<<dawemaaw2>>nsimag,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,ExclPoss,Dim,Poss,NONE,NONE,ProxPl,nidawemaansiminaanig,ni<<dawemaaw2>>nsiminaanig,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,InclPoss,Dim,Poss,NONE,NONE,ProxPl,gidawemaansiminaanig,gi<<dawemaaw2>>nsiminaanig,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,2SgPoss,Dim,Poss,NONE,NONE,ProxPl,gidawemaansimag,gi<<dawemaaw2>>nsimag,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,2PlPoss,Dim,Poss,NONE,NONE,ProxPl,gidawemaansimiwaag,gi<<dawemaaw2>>nsimiwaag,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,1SgPoss,Dim,Poss,NONE,NONE,ObvSg,nidawemaansiman,ni<<dawemaaw2>>nsiman,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,ExclPoss,Dim,Poss,NONE,NONE,ObvSg,nidawemaansiminaanin,ni<<dawemaaw2>>nsiminaanin,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,InclPoss,Dim,Poss,NONE,NONE,ObvSg,gidawemaansiminaanin,gi<<dawemaaw2>>nsiminaanin,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,2SgPoss,Dim,Poss,NONE,NONE,ObvSg,gidawemaansiman,gi<<dawemaaw2>>nsiman,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,2PlPoss,Dim,Poss,NONE,NONE,ObvSg,gidawemaansimiwaan,gi<<dawemaaw2>>nsimiwaan,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,3SgProxPoss,Dim,Poss,NONE,NONE,ObvSg,odawemaansiman,o<<dawemaaw2>>nsiman,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,3PlProxPoss,Dim,Poss,NONE,NONE,ObvSg,odawemaansimiwaan,o<<dawemaaw2>>nsimiwaan,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,3SgObvPoss,Dim,Poss,NONE,NONE,ObvSg,odawemaansimini,o<<dawemaaw2>>nsiminiw1,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,3PlObvPoss,Dim,Poss,NONE,NONE,ObvSg,odawemaansimini,o<<dawemaaw2>>nsiminiw1,GUESS
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,1SgPoss,Dim,Poss,NONE,NONE,ObvPl,nidawemaansima',ni<<dawemaaw2>>nsima',JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,ExclPoss,Dim,Poss,NONE,NONE,ObvPl,nidawemaansiminaani',ni<<dawemaaw2>>nsiminaani',JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,InclPoss,Dim,Poss,NONE,NONE,ObvPl,gidawemaansiminaani',gi<<dawemaaw2>>nsiminaani',JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,2SgPoss,Dim,Poss,NONE,NONE,ObvPl,gidawemaansima',gi<<dawemaaw2>>nsima',JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,2PlPoss,Dim,Poss,NONE,NONE,ObvPl,gidawemaansimiwaa',gi<<dawemaaw2>>nsimiwaa',JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,3SgProxPoss,Dim,Poss,NONE,NONE,ObvPl,odawemaansima',o<<dawemaaw2>>nsima',JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,3PlProxPoss,Dim,Poss,NONE,NONE,ObvPl,odawemaansimiwaa',o<<dawemaaw2>>nsimiwaa',JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,3SgObvPoss,Dim,Poss,NONE,NONE,ObvPl,odawemaansimini,o<<dawemaaw2>>nsiminiw1,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,3PlObvPoss,Dim,Poss,NONE,NONE,ObvPl,odawemaansimini,o<<dawemaaw2>>nsiminiw1,GUESS
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,1SgPoss,Dim,Poss,NONE,NONE,Loc,nidawemaansiming,ni<<dawemaaw2>>nsiming,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,ExclPoss,Dim,Poss,NONE,NONE,Loc,nidawemaansiminaang,ni<<dawemaaw2>>nsiminaang,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,InclPoss,Dim,Poss,NONE,NONE,Loc,gidawemaansiminaang,gi<<dawemaaw2>>nsiminaang,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,2SgPoss,Dim,Poss,NONE,NONE,Loc,gidawemaansiming,gi<<dawemaaw2>>nsiming,JDN-2010-Nouns
NAD,NAD_VV,dawemaa,<<dawemaaw2>>,2PlPoss,Dim,Poss,NONE,NONE,Loc,gidawemaansimiwaang,gi<<dawemaaw2>>nsimiwaang,JDN-2010-Nouns
